"","Cenario.x","Replicacao","Soma_DespesaTurnoverDescontado.x","Soma_DespesaAbsenteismoDescontado.x","Soma_DespesaMultasDescontado.x","Soma_DespesaAcoesRegressivasINSSDescontado.x","Soma_DespesaFAPDescontado.x","Soma_DespesasImagemContratacaoDescontado.x","Soma_DespesasReabilitacaoDescontado.x","Soma_DespesasPlanodeSaudeDescontado.x","Soma_DespesasReclamatoriasDescontado.x","Soma_DespesasClimaDescontado.x","Soma_DespesasMedicasDescontado.x","Soma_DespesasRefugoERetrabalhoDescontado.x","Soma_DespesasMPInsumosDescontado.x","Soma_DespesaPresenteismoDescontado.x","Soma_DespesasInterrupcaoAcidentesDescontado.x","Soma_DespesasInterdicaoFiscalizacaoDescontado.x","Soma_GanhoQualidadeDescontado.x","Soma_GanhoProdutividadeDescontado.x","Cenario.y","Soma_DespesaTurnoverDescontado.y","Soma_DespesaAbsenteismoDescontado.y","Soma_DespesaMultasDescontado.y","Soma_DespesaAcoesRegressivasINSSDescontado.y","Soma_DespesaFAPDescontado.y","Soma_DespesasImagemContratacaoDescontado.y","Soma_DespesasReabilitacaoDescontado.y","Soma_DespesasPlanodeSaudeDescontado.y","Soma_DespesasReclamatoriasDescontado.y","Soma_DespesasClimaDescontado.y","Soma_DespesasMedicasDescontado.y","Soma_DespesasRefugoERetrabalhoDescontado.y","Soma_DespesasMPInsumosDescontado.y","Soma_DespesaPresenteismoDescontado.y","Soma_DespesasInterrupcaoAcidentesDescontado.y","Soma_DespesasInterdicaoFiscalizacaoDescontado.y","Soma_GanhoQualidadeDescontado.y","Soma_GanhoProdutividadeDescontado.y","CustoTotalCBR","BeneficioTurnover","BeneficioAbsenteismo","BeneficioMultas","BeneficioAcoesRegressivasINSS","BeneficioFAP","BeneficioImagemContratacao","BeneficioReabilitacao","BeneficioPlanodeSaude","BeneficioReclamatorias","BeneficioClima","BeneficioDespesasMedicas","BeneficioRefugoERetrabalho","BeneficioMPInsumos","BeneficioPresenteismo","BeneficioInterrupcaoAcidentes","BeneficioInterdicaoFiscalizacao","BeneficioGanhoQualidade","BeneficioGanhoProdutividade","BeneficioTotalCBR","RazaoBeneficioCusto"
"1","ASIS",1,-30731.2833592946,-3435256.25377873,-90479.0324895439,-281818.181818182,-5367531.84077504,-33912.3483419374,-3808.410792047,-10058.0393939394,-9961.30170315688,-3841.41041991182,-57600.6658121306,-61266.172039004,-61325.1974739828,-6957.57900144708,-49820.0999118762,-42450.929725004,0,0,"Iniciativa1",-12203.3885203165,-2072819.62495794,0,-95454.5454545454,-5367531.84077504,-10618.5373614759,0,-10034.3121212121,-592.104573406225,-1525.42356503956,-17039.6737669401,-23043.9451237251,-22845.2052486015,-3461.1609053598,-14345.1056316097,-11737.9837681666,5808.48095962632,1923.22595305218,95454.5454545454,18527.8948389781,1362436.62882079,90479.0324895439,186363.636363636,0,23293.8109804615,3808.410792047,23.7272727272739,9369.19712975066,2315.98685487226,40560.9920451905,38222.2269152789,38479.9922253813,3496.41809608728,35474.9942802665,30712.9459568374,5808.48095962632,1923.22595305218,1891297.60197453,19.8135939254474
"2","ASIS",2,-30399.410222383,-3450210.44960135,-90750.2259102072,-281818.181818182,-5367531.84077504,-34347.8960776252,-3853.71267042226,-10058.4545454545,-9704.52005694496,-3799.92627779788,-56843.8822984086,-61029.2103109692,-60742.6539692631,-6819.05512271601,-49264.0137897027,-41579.3362062284,0,0,"Iniciativa1",-12115.2226663639,-2088103.32863938,0,-95454.5454545454,-5367531.84077504,-10629.5052939081,0,-10034.4878787879,-584.379343160558,-1514.40283329549,-17155.0007851214,-23170.9834985219,-23000.1140864283,-3451.47135862631,-14382.8857053443,-11569.5019287903,5758.62352755664,1935.08772505745,95454.5454545454,18284.1875560192,1362107.12096197,90750.2259102072,186363.636363636,0,23718.3907837171,3853.71267042226,23.9666666666672,9120.1407137844,2285.52344450239,39688.8815132873,37858.2268124473,37742.5398828348,3367.5837640897,34881.1280843584,30009.8342774381,5758.62352755664,1935.08772505745,1887748.810658,19.7764161116552
"3","ASIS",3,-30623.1856472023,-3442677.55869422,-90223.0330256955,-281818.181818182,-5367531.84077504,-33776.8516911521,-3781.82123382149,-10057.396969697,-9989.17641619594,-3827.89820590029,-57409.6973955838,-61137.532352786,-60936.2965574885,-6890.74268234675,-49122.5654726077,-41401.2680070879,0,0,"Iniciativa1",-12384.1031420514,-2046814.49275551,0,-95454.5454545454,-5367531.84077504,-10608.7974492688,0,-10033.7848484848,-576.279501721853,-1548.01289275643,-17252.5851841542,-22978.9519191372,-22843.0342896377,-3416.95820127526,-14634.4097407228,-11816.1325840468,5733.20665661697,1909.14614669524,95454.5454545454,18239.0825051509,1395863.06593871,90223.0330256955,186363.636363636,0,23168.0542418832,3781.82123382149,23.6121212121197,9412.89691447409,2279.88531314386,40157.1122114296,38158.5804336489,38093.2622678508,3473.78448107149,34488.1557318849,29585.1354230411,5733.20665661697,1909.14614669524,1920953.47100997,20.1242744581996
"4","ASIS",4,-30827.8218982357,-3444318.09155424,-90132.9646698635,-281818.181818182,-5367531.84077504,-33690.8785925238,-3759.33961869661,-10058.5818181818,-9805.24503836982,-3853.47773727946,-57111.8188669963,-61140.0608964368,-60533.9234327054,-6843.55774150966,-49307.6147138683,-40984.1329631873,0,0,"Iniciativa1",-12236.9500253104,-2078059.26627393,0,-95454.5454545454,-5367531.84077504,-10743.3464722029,0,-10033.8181818182,-580.668715761617,-1529.6187531638,-17394.5358993318,-22916.4403195401,-23023.3494110712,-3426.67582625084,-14570.7599222384,-11842.0108809111,5745.9002325949,1913.01695851092,95454.5454545454,18590.8718729252,1366258.82528031,90132.9646698635,186363.636363636,0,22947.5321203209,3759.33961869661,24.7636363636357,9224.5763226082,2323.85898411566,39717.2829676645,38223.6205768967,37510.5740216342,3416.88191525883,34736.8547916299,29142.1220822762,5745.9002325949,1913.01695851092,1890032.62241531,19.8003417586365
"5","ASIS",5,-30714.476330806,-3424041.8041169,-90313.3600309486,-281818.181818182,-5367531.84077504,-33712.5756301028,-3861.64725444924,-10057.7333333333,-9675.705918883,-3839.30954135075,-57742.7152234447,-60665.8296234672,-60752.7000365493,-6917.72736163495,-48922.5596207079,-40999.7599298387,0,0,"Iniciativa1",-12095.5602420426,-2046705.91888275,0,-95454.5454545454,-5367531.84077504,-10535.67544157,0,-10033.8878787879,-578.520878660111,-1511.94503025533,-17195.1337231395,-22994.1654120469,-23370.0433470638,-3396.93978118902,-14502.5150337614,-11739.6263711916,5739.6839896092,1909.41059563791,95454.5454545454,18618.9160887634,1377335.88523415,90313.3600309486,186363.636363636,0,23176.9001885327,3861.64725444924,23.8454545454551,9097.18504022289,2327.36451109542,40547.5815003052,37671.6642114204,37382.6566894855,3520.78758044593,34420.0445869465,29260.1335586471,5739.6839896092,1909.41059563791,1901570.70287884,19.9212168873021
"6","ASIS",6,-30271.5372303994,-3460077.17092931,-90919.9687082371,-281818.181818182,-5367531.84077504,-34054.0785087253,-3813.2169206197,-10058.7393939394,-9820.32523626854,-3783.94215379993,-57845.4884188732,-61982.7447585783,-60610.1097038276,-6879.09463374737,-49696.9188246319,-41545.7320854828,0,0,"Iniciativa1",-12414.3619859581,-2058414.4566128,0,-95454.5454545454,-5367531.84077504,-10543.7646145799,0,-10034.2151515152,-587.900085436519,-1551.79524824477,-17255.4859880191,-23045.2146774512,-22859.9242425619,-3411.21212850204,-14469.0692708703,-11792.9322438644,5776.16760569756,1912.04892953024,95454.5454545454,17857.1752444413,1401662.71431651,90919.9687082371,186363.636363636,0,23510.3138941454,3813.2169206197,24.5242424242424,9232.42515083202,2232.14690555516,40590.0024308541,38937.5300811271,37750.1854612657,3467.88250524533,35227.8495537616,29752.7998416184,5776.16760569756,1912.04892953024,1929030.5881555,20.2088918759147
"7","ASIS",7,-30712.8973450464,-3477319.33579967,-90297.3573804994,-281818.181818182,-5367531.84077504,-34271.5764346434,-3829.72067934592,-10059.2727272727,-9891.26190506522,-3839.1121681308,-57069.5368557685,-61285.2636477699,-60596.7338324611,-6860.10606300616,-49293.3857181623,-42279.8897145776,0,0,"Iniciativa1",-12208.6555318518,-2052105.31991163,0,-95454.5454545454,-5367531.84077504,-10636.0886221284,0,-10034.2575757576,-567.007752462107,-1526.08194148148,-17190.1293153656,-22751.9947489258,-22978.1837728922,-3461.8896360278,-14579.3036778088,-11780.7784740501,5777.81532901095,1919.59749203039,95454.5454545454,18504.2418131946,1425214.01588804,90297.3573804994,186363.636363636,0,23635.487812515,3829.72067934592,25.015151515152,9324.25415260311,2313.03022664932,39879.4075404029,38533.268898844,37618.5500595689,3398.21642697836,34714.0820403535,30499.1112405275,5777.81532901095,1919.59749203039,1951846.80849571,20.4479189461456
"8","ASIS",8,-30382.2303893338,-3478188.38767724,-90379.7971979336,-281818.181818182,-5367531.84077504,-34505.7799671474,-3831.06531656533,-10058.4454545455,-9666.32452327934,-3797.77879866672,-57945.6896278103,-61261.0857735178,-60641.3173575093,-6839.50975041004,-49302.4261736123,-41136.3513499282,0,0,"Iniciativa1",-12227.3653628079,-2037272.42429559,0,-95454.5454545454,-5367531.84077504,-10540.4092637314,0,-10033.9757575758,-582.259945030273,-1528.42067035099,-17173.6950580365,-22745.5178414394,-22697.049164276,-3436.27950892785,-14380.8456195935,-11646.6680396237,5757.81289394117,1905.20663495758,95454.5454545454,18154.8650265259,1440915.96338165,90379.7971979336,186363.636363636,0,23965.370703416,3831.06531656533,24.4696969696961,9084.06457824907,2269.35812831573,40771.9945697738,38515.5679320784,37944.2681932332,3403.23024148219,34921.5805540187,29489.6833103045,5757.81289394117,1905.20663495758,1967697.93472305,20.6139783637653
"9","ASIS",9,-30204.0461087888,-3442407.51175196,-90583.1596466786,-281818.181818182,-5367531.84077504,-33973.9085644858,-3825.06336624882,-10058.3424242424,-9902.82013067644,-3775.5057635986,-57483.2499785065,-61280.5254210544,-61819.4188505708,-6951.68803856923,-49969.0981822862,-42112.8683347215,0,0,"Iniciativa1",-12219.3903516012,-2088123.22811076,0,-95454.5454545454,-5367531.84077504,-10800.5246281777,0,-10034.3939393939,-591.751828198151,-1527.42379395015,-17165.1818702065,-22798.961878101,-22982.9027262556,-3439.3803924911,-14615.2998310209,-11959.3762672295,5692.40631336825,1914.64289747166,95454.5454545454,17984.6557571876,1354284.2836412,90583.1596466786,186363.636363636,0,23173.3839363081,3825.06336624882,23.9484848484844,9311.06830247829,2248.08196964845,40318.0681083,38481.5635429534,38836.5161243152,3512.30764607813,35353.7983512654,30153.492067492,5692.40631336825,1914.64289747166,1882060.07651948,19.7168198492517
"10","ASIS",10,-30431.1932970076,-3428166.10814574,-90592.0003065443,-281818.181818182,-5367531.84077504,-33753.7638567152,-3832.24527056148,-10058.0818181818,-9817.00985451509,-3803.89916212595,-56877.3538688818,-61383.8382034226,-61291.1601349315,-6859.59676203758,-50120.3321693522,-42253.9226825295,0,0,"Iniciativa1",-12233.1846215007,-2022076.42485821,0,-95454.5454545454,-5367531.84077504,-10307.1063885223,0,-10033.7545454545,-576.595523409243,-1529.14807768759,-17173.4087661709,-22909.6012836907,-22666.3255858589,-3448.86182955249,-14431.1435506944,-11772.2259093878,5743.31488969345,1905.08449186022,95454.5454545454,18198.0086755068,1406089.68328753,90592.0003065443,186363.636363636,0,23446.6574681929,3832.24527056148,24.3272727272724,9240.41433110585,2274.75108443835,39703.9451027109,38474.2369197319,38624.8345490727,3410.73493248509,35689.1886186578,30481.6967731417,5743.31488969345,1905.08449186022,1934094.7603376,20.2619451082987
"11","ASIS",11,-30507.8455734619,-3446216.96020832,-90394.1931223139,-281818.181818182,-5367531.84077504,-33817.2395852658,-3796.0980074731,-10058.6151515152,-9632.64780997174,-3813.48069668274,-57217.1162218268,-60818.2372522851,-60436.0011926326,-6901.06515898828,-48879.0688928548,-41621.3562871522,0,0,"Iniciativa1",-12257.0412935522,-2062812.82430192,0,-95454.5454545454,-5367531.84077504,-10734.3139229591,0,-10034.1484848485,-585.640224050363,-1532.13016169403,-16962.7915052843,-22945.2831183947,-22922.1239632694,-3433.87311657436,-14248.3200396157,-11702.3520829731,5801.93775031251,1935.88203589648,95454.5454545454,18250.8042799097,1383404.1359064,90394.1931223139,186363.636363636,0,23082.9256623067,3796.0980074731,24.4666666666672,9047.00758592138,2281.35053498871,40254.3247165424,37872.9541338905,37513.8772293632,3467.19204241392,34630.7488532391,29919.004204179,5801.93775031251,1935.88203589648,1908040.53909545,19.9889961238571
"12","ASIS",12,-30929.3383154187,-3413705.5759032,-90844.8218260584,-281818.181818182,-5367531.84077504,-33721.6891275942,-3833.05805973231,-10057.6303030303,-9905.5788639181,-3866.16728942734,-57386.0308606411,-61475.3558504204,-60824.5201697931,-6855.08791141842,-49207.422489495,-41500.9591196903,0,0,"Iniciativa1",-12197.703487581,-2062004.76146497,0,-95454.5454545454,-5367531.84077504,-10611.9555108434,0,-10033.8060606061,-576.064293537433,-1524.71293594763,-17309.5210329684,-22963.2823316829,-23064.5073547837,-3459.25262608384,-14467.259102466,-11708.4622314012,5727.38837915237,1908.793432207,95454.5454545454,18731.6348278377,1351700.81443823,90844.8218260584,186363.636363636,0,23109.7336167508,3833.05805973231,23.8242424242417,9329.51457038066,2341.45435347971,40076.5098276727,38512.0735187375,37760.0128150094,3395.83528533457,34740.163387029,29792.4968882891,5727.38837915237,1908.793432207,1878191.76583196,19.6762946896682
"13","ASIS",13,-30648.3455162045,-3479636.18721443,-90352.7271839477,-281818.181818182,-5367531.84077504,-34143.9858060384,-3856.24270347682,-10059.5303030303,-9864.81735003551,-3831.04318952556,-57015.8478124196,-61547.657937834,-61726.1300904811,-6875.73797688713,-49778.8375884768,-42500.623311591,0,0,"Iniciativa1",-12283.2715219157,-2033993.07953981,0,-95454.5454545454,-5367531.84077504,-10478.7109746411,0,-10033.8545454545,-580.373699523569,-1535.40894023946,-17121.8992231732,-22893.2598647201,-23038.4151147807,-3395.71418985953,-14831.6734240548,-11745.2329748846,5721.09736656443,1892.93975022662,95454.5454545454,18365.0739942888,1445643.10767462,90352.7271839477,186363.636363636,0,23665.2748313972,3856.24270347682,25.6757575757583,9284.44365051194,2295.6342492861,39893.9485892464,38654.3980731139,38687.7149757004,3480.0237870276,34947.164164422,30755.3903367064,5721.09736656443,1892.93975022662,1973884.49345175,20.6787899313992
"14","ASIS",14,-30386.5884269113,-3473664.2998029,-90434.2630557363,-281818.181818182,-5367531.84077504,-34241.9415496389,-3801.56162517531,-10058.3787878788,-9880.87326361913,-3798.32355336391,-56800.8335588076,-61562.0529186416,-60824.5730753553,-6827.02951168884,-49598.924304788,-42132.0279199369,0,0,"Iniciativa1",-12295.8712645429,-2060348.41538058,0,-95454.5454545454,-5367531.84077504,-10614.9002739751,0,-10034.1303030303,-576.673774922938,-1536.98390806786,-17425.477459503,-23028.3875072501,-22959.7892435571,-3419.37465260255,-14283.6396337496,-11649.2394181578,5728.8217384974,1893.63301415337,95454.5454545454,18090.7171623684,1413315.88442232,90434.2630557363,186363.636363636,0,23627.0412756638,3801.56162517531,24.2484848484855,9304.1994886962,2261.33964529605,39375.3560993046,38533.6654113915,37864.7838317982,3407.65485908629,35315.2846710384,30482.788501779,5728.8217384974,1893.63301415337,1939824.87965079,20.3219749296749
"15","ASIS",15,-30558.0878638682,-3435595.29439256,-90844.2938903049,-281818.181818182,-5367531.84077504,-34055.6626890304,-3823.14614788648,-10058.1363636364,-9593.85365310379,-3819.76098298352,-57159.2822373221,-61396.1367779619,-61054.6218367582,-6820.51571892788,-49221.3575777482,-41948.4708814614,0,0,"Iniciativa1",-12258.225556491,-2055925.14571524,0,-95454.5454545454,-5367531.84077504,-10590.1482137544,0,-10033.5303030303,-577.869915702188,-1532.27819456138,-17442.9559461729,-22983.7280302199,-22878.0980080063,-3448.86512280602,-14631.1024129004,-11890.7638664612,5766.8932210883,1909.64446010852,95454.5454545454,18299.8623073772,1379670.14867731,90844.2938903049,186363.636363636,0,23465.514475276,3823.14614788648,24.6060606060601,9015.98373740161,2287.48278842215,39716.3262911491,38412.408747742,38176.5238287519,3371.65059612186,34590.2551648478,30057.7070150003,5766.8932210883,1909.64446010852,1905796.08377303,19.9654827823842
"16","ASIS",16,-30668.7829978427,-3452918.92342899,-90465.9626292623,-281818.181818182,-5367531.84077504,-34363.4728714645,-3793.96463436486,-10059.1393939394,-9842.73519023103,-3833.59787473034,-57674.5714146401,-61347.6971893828,-61483.2827639527,-6927.86768521645,-48993.7846439482,-41116.6884756137,0,0,"Iniciativa1",-12002.7863764454,-2058362.22611747,0,-95454.5454545454,-5367531.84077504,-10679.2323460438,0,-10034.6878787879,-580.444853151209,-1500.34829705567,-17171.6546577029,-22758.7347034458,-22896.3535303154,-3402.08855366255,-14517.4568390059,-11844.7985036229,5733.81169892549,1878.8410967039,95454.5454545454,18665.9966213973,1394556.69731152,90465.9626292623,186363.636363636,0,23684.2405254207,3793.96463436486,24.4515151515152,9262.29033707982,2333.24957767467,40502.9167569372,38588.9624859371,38586.9292336373,3525.7791315539,34476.3278049422,29271.8899719908,5733.81169892549,1878.8410967039,1921715.94769614,20.1322623091977
"17","ASIS",17,-30746.1896408505,-3442269.68845666,-90627.4511134948,-281818.181818182,-5367531.84077504,-33783.0198948786,-3822.27433644576,-10058.7575757576,-9843.44314011661,-3843.27370510631,-57111.9860528641,-60848.9616789961,-61484.978125896,-6880.59008697433,-49156.6414067245,-42220.1424500359,0,0,"Iniciativa1",-12370.9607432177,-2059539.19714888,0,-95454.5454545454,-5367531.84077504,-10676.8438477236,0,-10034.2666666667,-576.604492760403,-1546.37009290221,-17232.6734848231,-22768.2788105628,-22613.2591476942,-3446.18861730567,-14351.4603349238,-11843.5109353636,5725.6545546042,1923.45131567661,95454.5454545454,18375.2288976329,1382730.49130778,90627.4511134948,186363.636363636,0,23106.176047155,3822.27433644576,24.4909090909096,9266.8386473562,2296.90361220411,39879.3125680409,38080.6828684333,38871.7189782019,3434.40146966866,34805.1810718007,30376.6315146723,5725.6545546042,1923.45131567661,1909710.5255759,20.0064912203189
"18","ASIS",18,-30789.7422831365,-3454908.3485107,-90732.9354547586,-281818.181818182,-5367531.84077504,-34105.4972581152,-3840.01801870262,-10057.5818181818,-9973.52055554817,-3848.71778539206,-57186.2183091945,-60810.680754809,-60859.4315417608,-6888.81990199645,-49281.6967828258,-42511.719221577,0,0,"Iniciativa1",-12248.6883821805,-2042371.85713042,0,-95454.5454545454,-5367531.84077504,-10625.4423095434,0,-10033.4878787879,-585.146456228487,-1531.08604777256,-17017.7718583869,-22993.6020433563,-22915.4198768987,-3437.33076707846,-14791.8648826401,-11885.9631975048,5737.59525128785,1940.3978820088,95454.5454545454,18541.053900956,1412536.49138028,90732.9354547586,186363.636363636,0,23480.0549485718,3840.01801870262,24.0939393939389,9388.37409931968,2317.6317376195,40168.4464508075,37817.0787114528,37944.011664862,3451.48913491799,34489.8319001857,30625.7560240722,5737.59525128785,1940.3978820088,1939398.89686284,20.3175122528488
"19","ASIS",19,-30626.4330177782,-3431099.24735767,-90251.9636768206,-281818.181818182,-5367531.84077504,-33868.8643523195,-3814.8571109682,-10058.0454545455,-9807.86800312708,-3828.30412722227,-57626.7402931932,-61364.5354963928,-61336.8275847085,-6864.3086068623,-49876.7892103922,-42011.3532954807,0,0,"Iniciativa1",-12350.9652296406,-2085425.6044298,0,-95454.5454545454,-5367531.84077504,-10749.8228359097,0,-10034.296969697,-574.400802124095,-1543.87065370507,-17271.6219515422,-22865.1412731161,-22879.5514000539,-3421.23084173248,-14694.9932293295,-11758.7427781199,5673.86918289796,1928.84926526088,95454.5454545454,18275.4677881376,1345673.64292787,90251.9636768206,186363.636363636,0,23119.0415164099,3814.8571109682,23.7484848484837,9233.46720100299,2284.4334735172,40355.118341651,38499.3942232767,38457.2761846546,3443.07776512982,35181.7959810626,30252.6105173608,5673.86918289796,1928.84926526088,1872832.2500045,19.6201473809996
"20","ASIS",20,-30722.0804267077,-3480559.81191512,-90635.4411748482,-281818.181818182,-5367531.84077504,-33670.6609466341,-3830.96749277761,-10059.0545454545,-9899.7669896632,-3840.26005333846,-56865.9542174932,-61398.0124186582,-61242.9618286795,-6841.72352340388,-49939.8966849934,-41510.1893633061,0,0,"Iniciativa1",-12232.0375633601,-2038193.35768629,0,-95454.5454545454,-5367531.84077504,-10580.1755701621,0,-10033.8636363636,-581.316182370998,-1529.00469542002,-17361.6337050925,-22830.73066228,-22929.3052829545,-3478.33104905194,-14470.063055336,-11818.5688936847,5776.68531144244,1905.5355348003,95454.5454545454,18490.0428633476,1442366.45422883,90635.4411748482,186363.636363636,0,23090.485376472,3830.96749277761,25.1909090909103,9318.4508072922,2311.25535791844,39504.3205124006,38567.2817563783,38313.656545725,3363.39247435194,35469.8336296574,29691.6204696214,5776.68531144244,1905.5355348003,1969024.25080859,20.6278731037091
"21","ASIS",21,-30768.4388106238,-3401108.70529769,-90370.8004310516,-281818.181818182,-5367531.84077504,-33698.386871482,-3813.92295240705,-10057.9454545455,-9822.68848916546,-3846.05485132798,-57701.6686550501,-60337.3061207807,-61411.7664728648,-6764.69430084169,-49702.3339679594,-42261.3686573401,0,0,"Iniciativa1",-12182.2883963606,-2047111.88071488,0,-95454.5454545454,-5367531.84077504,-10589.7521229651,0,-10034.0787878788,-579.515484685194,-1522.78604954507,-17226.0034420196,-22811.9694961344,-23159.1169330754,-3443.22955678221,-14522.1211807817,-11745.1745793996,5745.08439104659,1919.51441207096,95454.5454545454,18586.1504142633,1353996.82458281,90370.8004310516,186363.636363636,0,23108.634748517,3813.92295240705,23.866666666665,9243.17300448027,2323.26880178291,40475.6652130305,37525.3366246462,38252.6495397894,3321.46474405948,35180.2127871777,30516.1940779405,5745.08439104659,1919.51441207096,1880766.39975538,19.7032670450564
"22","ASIS",22,-30544.6242459975,-3440863.59800415,-90627.5124654291,-281818.181818182,-5367531.84077504,-33669.9698920361,-3824.23945117363,-10059.0181818182,-9878.86631666227,-3818.07803074969,-57306.2052159796,-60367.7206398717,-60982.5516195205,-6796.55416836481,-49717.5155998059,-41734.4227602756,0,0,"Iniciativa1",-12253.6395475625,-2065808.59040694,0,-95454.5454545454,-5367531.84077504,-10658.7217236899,0,-10034.7575757576,-580.116898900113,-1531.70494344531,-17207.672256363,-22556.5831890593,-22677.4690357815,-3448.83798068218,-14406.9945524328,-11717.8701624171,5734.8883997414,1904.57809394142,95454.5454545454,18290.984698435,1375055.00759722,90627.5124654291,186363.636363636,0,23011.2481683462,3824.23945117363,24.2606060606067,9298.74941776216,2286.37308730437,40098.5329596166,37811.1374508124,38305.082583739,3347.71618768263,35310.5210473731,30016.5525978586,5734.8883997414,1904.57809394142,1901311.02117613,19.9184964123213
"23","ASIS",23,-30396.070732275,-3452987.46544215,-90765.5731749932,-281818.181818182,-5367531.84077504,-33634.2393145464,-3837.44075548747,-10057.796969697,-9789.39622574101,-3799.50884153437,-57219.3331259312,-60715.4654695576,-61250.0415273513,-6795.77871051886,-49701.2625357745,-42279.8608072299,0,0,"Iniciativa1",-12288.4063912913,-2081514.39360462,0,-95454.5454545454,-5367531.84077504,-10736.9091324337,0,-10034.2545454545,-577.239442804979,-1536.05079891141,-17328.1100397763,-22716.1709318592,-22707.0269573025,-3438.06448423496,-14373.527705799,-11690.3446057554,5789.30128322627,1923.6337901571,95454.5454545454,18107.6643409837,1371473.07183753,90765.5731749932,186363.636363636,0,22897.3301821127,3837.44075548747,23.5424242424251,9212.15678293603,2263.45804262296,39891.2230861549,37999.2945376983,38543.0145700487,3357.7142262839,35327.7348299755,30589.5162014745,5789.30128322627,1923.6337901571,1898365.30642956,19.8876365435478
"24","ASIS",24,-30252.1639935693,-3422706.51193147,-90319.4294518123,-281818.181818182,-5367531.84077504,-33791.2587734862,-3792.90125185843,-10058.1848484848,-9962.90291225074,-3781.52049919616,-57808.1273471606,-62077.4144917945,-61338.7826995075,-6905.0496293739,-49977.6053080444,-42076.8670488858,0,0,"Iniciativa1",-12284.4928732456,-2083211.72373849,0,-95454.5454545454,-5367531.84077504,-10663.5351907114,0,-10034.5909090909,-587.218280225592,-1535.5616091557,-17105.6694318671,-22776.3122606837,-22910.4384274091,-3454.66185162188,-14650.3099898899,-11778.6932107578,5749.99758708748,1917.7144767893,95454.5454545454,17967.6711203237,1339494.78819298,90319.4294518123,186363.636363636,0,23127.7235827749,3792.90125185843,23.5939393939389,9375.68463202515,2245.95889004046,40702.4579152935,39301.1022311108,38428.3442720984,3450.38777775202,35327.2953181546,30298.173838128,5749.99758708748,1917.7144767893,1867886.86084126,19.5683385421465
"25","ASIS",25,-30182.2423613429,-3456186.66482507,-90532.3314350958,-281818.181818182,-5367531.84077504,-33930.9576517045,-3792.38150941299,-10058.2515151515,-9797.25138116975,-3772.78029516786,-57373.1055823862,-61754.8442493545,-60102.628175729,-6937.22999720254,-49761.2139414749,-42730.7881439993,0,0,"Iniciativa1",-12229.4999396585,-2081373.86994148,0,-95454.5454545454,-5367531.84077504,-10637.4148706249,0,-10034.7575757576,-583.52083392164,-1528.68749245731,-17012.3374007334,-22985.782596023,-22852.178858456,-3430.66378172865,-14330.370657676,-11507.4511115956,5728.86179097733,1911.25073654686,95454.5454545454,17952.7424216844,1374812.79488359,90532.3314350958,186363.636363636,0,23293.5427810795,3792.38150941299,23.4939393939385,9213.73054724811,2244.09280271055,40360.7681816528,38769.0616533315,37250.4493172729,3506.56621547388,35430.8432837988,31223.3370324037,5728.86179097733,1911.25073654686,1902409.88489531,19.9300083179509
"26","ASIS",26,-30684.6508863074,-3417567.97458529,-90878.1934631939,-281818.181818182,-5367531.84077504,-33747.65260573,-3845.21966533079,-10057.8848484848,-9860.93808534638,-3835.58136078843,-56937.9968327582,-60764.6378877177,-61042.9777924702,-6921.90926511403,-49848.2648590606,-42436.0208932932,0,0,"Iniciativa1",-12004.5453614708,-2066552.3167401,0,-95454.5454545454,-5367531.84077504,-10705.1153555109,0,-10034.3,-578.585768721761,-1500.56817018384,-17157.9821804513,-23006.8007689467,-22723.4390612138,-3418.34121859177,-14686.9641913048,-12015.5292815725,5728.71910505976,1905.60444651714,95454.5454545454,18680.1055248367,1351015.65784519,90878.1934631939,186363.636363636,0,23042.5372502191,3845.21966533079,23.5848484848484,9282.35231662462,2335.01319060459,39780.0146523069,37757.837118771,38319.5387312563,3503.56804652226,35161.3006677558,30420.4916117207,5728.71910505976,1905.60444651714,1878043.37484803,19.6747401174555
"27","ASIS",27,-30717.15227515,-3423307.07081587,-90990.0914578123,-281818.181818182,-5367531.84077504,-33931.0464248461,-3815.16847837978,-10057.5454545455,-9818.09822981409,-3839.64403439375,-57271.7667080426,-61565.4102124371,-60836.4155246104,-6837.25691305434,-49893.5751756335,-42660.4786638363,0,0,"Iniciativa1",-12363.7057696597,-2076852.21602982,0,-95454.5454545454,-5367531.84077504,-10727.2666396781,0,-10034.2212121212,-582.692359234873,-1545.46322120746,-17147.7182157917,-22938.5754275749,-23086.2507905517,-3432.59587726008,-14456.7595062823,-11859.9593472554,5738.82935687712,1914.69135436077,95454.5454545454,18353.4465054903,1346454.85478606,90990.0914578123,186363.636363636,0,23203.779785168,3815.16847837978,23.3242424242417,9235.40587057922,2294.18081318629,40124.0484922509,38626.8347848622,37750.1647340587,3404.66103579426,35436.8156693512,30800.5193165809,5738.82935687712,1914.69135436077,1874530.45304687,19.6379380795386
