"","Cenario.x","Replicacao","Soma_DespesaTurnoverDescontado.x","Soma_DespesaAbsenteismoDescontado.x","Soma_DespesaMultasDescontado.x","Soma_DespesaAcoesRegressivasINSSDescontado.x","Soma_DespesaFAPDescontado.x","Soma_DespesasImagemContratacaoDescontado.x","Soma_DespesasReabilitacaoDescontado.x","Soma_DespesasPlanodeSaudeDescontado.x","Soma_DespesasReclamatoriasDescontado.x","Soma_DespesasClimaDescontado.x","Soma_DespesasMedicasDescontado.x","Soma_DespesasRefugoERetrabalhoDescontado.x","Soma_DespesasMPInsumosDescontado.x","Soma_DespesaPresenteismoDescontado.x","Soma_DespesasInterrupcaoAcidentesDescontado.x","Soma_DespesasInterdicaoFiscalizacaoDescontado.x","Soma_GanhoQualidadeDescontado.x","Soma_GanhoProdutividadeDescontado.x","Cenario.y","Soma_DespesaTurnoverDescontado.y","Soma_DespesaAbsenteismoDescontado.y","Soma_DespesaMultasDescontado.y","Soma_DespesaAcoesRegressivasINSSDescontado.y","Soma_DespesaFAPDescontado.y","Soma_DespesasImagemContratacaoDescontado.y","Soma_DespesasReabilitacaoDescontado.y","Soma_DespesasPlanodeSaudeDescontado.y","Soma_DespesasReclamatoriasDescontado.y","Soma_DespesasClimaDescontado.y","Soma_DespesasMedicasDescontado.y","Soma_DespesasRefugoERetrabalhoDescontado.y","Soma_DespesasMPInsumosDescontado.y","Soma_DespesaPresenteismoDescontado.y","Soma_DespesasInterrupcaoAcidentesDescontado.y","Soma_DespesasInterdicaoFiscalizacaoDescontado.y","Soma_GanhoQualidadeDescontado.y","Soma_GanhoProdutividadeDescontado.y","CustoTotalCBR","BeneficioTurnover","BeneficioAbsenteismo","BeneficioMultas","BeneficioAcoesRegressivasINSS","BeneficioFAP","BeneficioImagemContratacao","BeneficioReabilitacao","BeneficioPlanodeSaude","BeneficioReclamatorias","BeneficioClima","BeneficioDespesasMedicas","BeneficioRefugoERetrabalho","BeneficioMPInsumos","BeneficioPresenteismo","BeneficioInterrupcaoAcidentes","BeneficioInterdicaoFiscalizacao","BeneficioGanhoQualidade","BeneficioGanhoProdutividade","BeneficioTotalCBR","RazaoBeneficioCusto"
"57","ASIS",57,-30472.8644841018,-3384854.16700493,-90677.4403406526,-281818.181818182,-5367531.84077504,-33455.0802761639,-3806.02834830977,-10057.5787878788,-9778.26428493387,-3809.10806051272,-56600.0873580961,-60759.3653257173,-59654.1745740679,-6785.64072225815,-48910.798894648,-41750.833741036,0,0,"Iniciativa1",-12100.2582166162,-2073427.48136211,0,-95454.5454545454,-5367531.84077504,-10864.9649438715,0,-10034.3757575758,-574.080962026342,-1512.53227707703,-17168.0335392441,-22833.9902175509,-22955.4230104931,-3426.07598911666,-14546.1051630301,-11850.3310106136,5712.94581998724,1927.07579304919,95454.5454545454,18372.6062674856,1311426.68564282,90677.4403406526,186363.636363636,0,22590.1153322924,3806.02834830977,23.2030303030315,9204.18332290753,2296.5757834357,39432.053818852,37925.3751081664,36698.7515635748,3359.56473314149,34364.693731618,29900.5027304224,5712.94581998724,1927.07579304919,1834081.43773065,19.2141864905116
"58","ASIS",58,-30515.2691732639,-3440497.29958409,-90664.5624352714,-281818.181818182,-5367531.84077504,-33844.7304010132,-3797.47535562777,-10058.3060606061,-9870.03703106397,-3814.40864665798,-57018.5442875003,-61776.405093684,-61284.3497192456,-6806.91809214107,-50217.1031213124,-42130.9740740917,0,0,"Iniciativa1",-12056.7169873234,-2069047.89749796,0,-95454.5454545454,-5367531.84077504,-10589.1065230943,0,-10034.4151515152,-577.278137201413,-1507.08962341543,-17293.7062799236,-22779.5617154441,-23079.7195418265,-3423.60235915737,-14578.3459575688,-11912.4303534603,5767.09899371458,1929.3616159901,95454.5454545454,18458.5521859404,1371449.40208613,90664.5624352714,186363.636363636,0,23255.6238779189,3797.47535562777,23.8909090909092,9292.75889386256,2307.31902324256,39724.8380075767,38996.8433782399,38204.6301774191,3383.3157329837,35638.7571637436,30218.5437206314,5767.09899371458,1929.3616159901,1899476.60992102,19.8992787706011
"59","ASIS",59,-30531.0058448095,-3428241.74359251,-90515.8628330319,-281818.181818182,-5367531.84077504,-34105.8698703369,-3846.2571584422,-10057.9333333333,-9817.55738866924,-3816.37573060118,-57204.98590512,-61239.0683355698,-61592.1711993782,-6910.6400847487,-49571.6588711025,-42544.1080866199,0,0,"Iniciativa1",-12247.8767725014,-2044995.14050552,0,-95454.5454545454,-5367531.84077504,-10712.2224030299,0,-10034.0666666667,-579.176977533315,-1530.98459656267,-16940.6125863142,-22879.0722488205,-22544.2174790206,-3492.56766361769,-14375.7487932692,-11664.0370964318,5800.89954831374,1901.62693539386,95454.5454545454,18283.1290723081,1383246.60308698,90515.8628330319,186363.636363636,0,23393.647467307,3846.2571584422,23.866666666665,9238.38041113593,2285.39113403851,40264.3733188058,38359.9960867493,39047.9537203576,3418.07242113101,35195.9100778333,30880.0709901881,5800.89954831374,1901.62693539386,1912065.67729232,20.0311642383005
"60","ASIS",60,-30613.543080554,-3450363.8685746,-90499.1195932727,-281818.181818182,-5367531.84077504,-33711.9895847758,-3806.95491860636,-10058.3727272727,-9875.99443917421,-3826.69288506925,-57025.8346701308,-60872.7983842478,-60913.5041040287,-6875.70671774719,-50286.0349579023,-42773.8716852736,0,0,"Iniciativa1",-12274.7337293947,-2045388.03964328,0,-95454.5454545454,-5367531.84077504,-10824.0795921888,0,-10034.0272727273,-580.442847077933,-1534.34171617433,-17026.5188395413,-22954.5900456215,-22936.4403910752,-3412.57838423743,-14626.8318009184,-11991.9459035566,5664.33922680928,1915.68990231405,95454.5454545454,18338.8093511594,1404975.82893132,90499.1195932727,186363.636363636,0,22887.909992587,3806.95491860636,24.3454545454533,9295.55159209628,2292.35116889492,39999.3158305895,37918.2083386262,37977.0637129535,3463.12833350977,35659.2031569839,30781.925781717,5664.33922680928,1915.68990231405,1931863.38164962,20.2385687601389
"61","ASIS",61,-30515.9689305715,-3456419.55535226,-90620.0259306348,-281818.181818182,-5367531.84077504,-33863.259708659,-3754.0124347263,-10058.4545454545,-9796.15393739417,-3814.49611632144,-56735.8233714933,-61150.1920166257,-62081.003923985,-6922.27234121251,-49690.3611053284,-41472.3713904419,0,0,"Iniciativa1",-12332.4494933255,-2068473.93578676,0,-95454.5454545454,-5367531.84077504,-10632.3702925016,0,-10034.1757575758,-570.573451722522,-1541.55618666569,-17240.5600087188,-22977.0375881477,-22931.3619689763,-3456.9294600721,-14530.3447777426,-11699.7956678825,5727.89902095456,1907.44119782481,95454.5454545454,18183.519437246,1387945.61956551,90620.0259306348,186363.636363636,0,23230.8894161575,3754.0124347263,24.2787878787876,9225.58048567165,2272.93992965575,39495.2633627745,38173.154428478,39149.6419550087,3465.3428811404,35160.0163275858,29772.5757225594,5727.89902095456,1907.44119782481,1914471.83724744,20.0563716283065
"62","ASIS",62,-30330.2868715337,-3404705.24474024,-91130.8071290285,-281818.181818182,-5367531.84077504,-33031.3367540505,-3800.61855002612,-10057.8393939394,-9791.03390936316,-3791.28585894172,-57676.5974524382,-61492.8101258898,-61397.4216793807,-6950.63655342453,-48840.5942853116,-41619.7734465884,0,0,"Iniciativa1",-12123.3921550892,-2089407.06319618,0,-95454.5454545454,-5367531.84077504,-10642.4164815201,0,-10034.4909090909,-589.916440257157,-1515.42401938615,-17131.8350097669,-23171.3889763691,-22909.4699213988,-3411.87263549202,-14426.5053238175,-11666.4612736877,5751.68196867143,1928.2393412931,95454.5454545454,18206.8947164445,1315298.18154406,91130.8071290285,186363.636363636,0,22388.9202725303,3800.61855002612,23.3484848484841,9201.117469106,2275.86183955557,40544.7624426713,38321.4211495207,38487.951757982,3538.76391793251,34414.088961494,29953.3121729007,5751.68196867143,1928.2393412931,1841629.6080817,19.2932625608559
"63","ASIS",63,-30736.9878714466,-3452600.70106972,-90616.6422098741,-281818.181818182,-5367531.84077504,-34265.2731708804,-3837.09343607096,-10058.3848484848,-9927.27961926732,-3842.12348393083,-57044.5037413786,-61052.5190102958,-60320.8391309422,-6914.66991566315,-50458.2023636978,-42286.5514098841,0,0,"Iniciativa1",-12275.613961513,-2061173.62292169,0,-95454.5454545454,-5367531.84077504,-10750.279365667,0,-10034.3090909091,-575.326565764468,-1534.45174518912,-16978.8469706422,-23075.3232086277,-22923.8162050167,-3438.08891634756,-14532.7523308547,-11839.8476753794,5740.04366809432,1915.96721510823,95454.5454545454,18461.3739099337,1391427.07814803,90616.6422098741,186363.636363636,0,23514.9938052134,3837.09343607096,24.0757575757561,9351.95305350285,2307.67173874171,40065.6567707364,37977.195801668,37397.0229259255,3476.58099931559,35925.4500328431,30446.7037345047,5740.04366809432,1915.96721510823,1918849.13957077,20.1022290812176
"64","ASIS",64,-30794.619554327,-3402028.95345798,-90576.9489280808,-281818.181818182,-5367531.84077504,-33476.2685822213,-3838.00510701713,-10057.996969697,-9855.97844224692,-3849.32744429088,-57633.1385982925,-60844.4598780922,-61186.1406364491,-6886.39865006245,-49848.6288283234,-42274.8950329815,0,0,"Iniciativa1",-12310.8698660964,-2047311.39516945,0,-95454.5454545454,-5367531.84077504,-10647.8123649226,0,-10034.2212121212,-582.499661681202,-1538.85873326205,-17264.9501057394,-22954.0995416803,-22794.8827519183,-3434.56030111585,-14430.5229964312,-11796.5693477936,5736.14737514071,1905.07860291237,95454.5454545454,18483.7496882306,1354717.55828853,90576.9489280808,186363.636363636,0,22828.4562172987,3838.00510701713,23.7757575757569,9273.47878056572,2310.46871102883,40368.1884925531,37890.360336412,38391.2578845308,3451.8383489466,35418.1058318921,30478.3256851879,5736.14737514071,1905.07860291237,1882055.38039954,19.7167706518047
"65","ASIS",65,-30239.9339541673,-3471142.39958692,-90470.3749102906,-281818.181818182,-5367531.84077504,-34099.6978834223,-3839.47921227397,-10059.2696969697,-9642.2567367388,-3779.99174427091,-57209.9398459692,-61135.327688714,-61221.3167902817,-6778.81072473794,-49241.0968993674,-41752.2791266558,0,0,"Iniciativa1",-12271.5964563163,-2050081.18951831,0,-95454.5454545454,-5367531.84077504,-10600.9864754001,0,-10033.7575757576,-582.876277518655,-1533.94955703953,-17121.2989973104,-22655.6111346062,-23051.3100011168,-3447.05091602575,-14722.3108954699,-11857.4409128929,5809.1806753551,1910.74189866616,95454.5454545454,17968.337497851,1421061.21006861,90470.3749102906,186363.636363636,0,23498.7114080222,3839.47921227397,25.5121212121212,9059.38045922014,2246.04218723137,40088.6408486588,38479.7165541078,38170.006789165,3331.75980871219,34518.7860038976,29894.8382137629,5809.1806753551,1910.74189866616,1946736.35502068,20.3943808621214
"66","ASIS",66,-30379.1806116379,-3418201.64762477,-91424.8004749128,-281818.181818182,-5367531.84077504,-33985.4727216022,-3816.71078623898,-10058.2606060606,-9765.87968181438,-3797.39757645474,-57242.9306350261,-60659.0794848035,-61118.3949228519,-6857.91550353125,-49379.1243207565,-41760.2461816059,0,0,"Iniciativa1",-12278.1676467766,-2070583.16426762,0,-95454.5454545454,-5367531.84077504,-10856.4845576417,0,-10034.5272727273,-579.929616860402,-1534.77095584707,-17486.984879104,-22774.1553008978,-22971.2574560921,-3447.35124911404,-14384.4721618173,-11897.8120659661,5793.35888385622,1911.26461874371,95454.5454545454,18101.0129648613,1347618.48335715,91424.8004749128,186363.636363636,0,23128.9881639605,3816.71078623898,23.7333333333336,9185.95006495398,2262.62662060766,39755.9457559221,37884.9241839058,38147.1374667598,3410.56425441721,34994.6521589391,29862.4341156398,5793.35888385622,1911.26461874371,1873686.22356784,19.6290937707107
"67","ASIS",67,-30538.5440545711,-3460053.32748878,-90582.7103423885,-281818.181818182,-5367531.84077504,-34187.2720270224,-3838.95020296088,-10058.2424242424,-9907.12284921808,-3817.31800682138,-57304.4801540991,-60916.5814786534,-61282.0640917078,-6820.40428542024,-49346.1882254005,-41551.8139091334,0,0,"Iniciativa1",-12202.3487071009,-2055219.32064379,0,-95454.5454545454,-5367531.84077504,-10625.6350476343,0,-10034.1696969697,-578.514908447331,-1525.29358838761,-17079.80753669,-22874.9810876072,-22925.7192594153,-3436.67310325391,-14710.9091129275,-11832.9391756312,5702.78090291258,1905.05239412576,95454.5454545454,18336.1953474702,1404834.00684499,90582.7103423885,186363.636363636,0,23561.6369793881,3838.95020296088,24.0727272727272,9328.60794077075,2292.02441843377,40224.6726174092,38041.6003910463,38356.3448322925,3383.73118216633,34635.279112473,29718.8747335022,5702.78090291258,1905.05239412576,1931130.17733324,20.2308875720625
"68","ASIS",68,-30245.9802721496,-3448214.86456357,-90485.1445303083,-281818.181818182,-5367531.84077504,-33671.653120325,-3798.28477763933,-10058.4363636364,-9868.11399433009,-3780.7475340187,-57718.849489466,-60614.4916096723,-60439.2370541529,-6914.05100334773,-49141.1013756746,-42203.0648338062,0,0,"Iniciativa1",-12197.9684701559,-2075868.45555127,0,-95454.5454545454,-5367531.84077504,-10702.1174144719,0,-10034.3212121212,-584.658769143405,-1524.74605876948,-17253.8511797378,-23059.4347955572,-23252.6735730397,-3409.77629068101,-14425.1272789118,-11740.0937258508,5746.22516079359,1914.98950705881,95454.5454545454,18048.0118019937,1372346.4090123,90485.1445303083,186363.636363636,0,22969.5357058531,3798.28477763933,24.1151515151505,9283.45522518668,2256.00147524921,40464.9983097282,37555.0568141151,37186.5634811132,3504.27471266672,34715.9740967628,30462.9711079554,5746.22516079359,1914.98950705881,1897125.64723388,19.8746496376882
"69","ASIS",69,-30582.0782467483,-3477484.82401859,-90243.5178911567,-281818.181818182,-5367531.84077504,-33258.2990859682,-3845.02540038559,-10058.6181818182,-9714.35782474571,-3822.75978084354,-56480.3436414898,-61481.6151319337,-61750.1434282816,-6914.75087067709,-49163.3641872714,-42218.8416285599,0,0,"Iniciativa1",-12162.0822915968,-2060783.49620137,0,-95454.5454545454,-5367531.84077504,-10569.441326739,0,-10034.1818181818,-575.743095451759,-1520.2602864496,-17293.8900643765,-23200.4175427735,-22988.6864439125,-3428.34219952142,-14554.6885209355,-11786.4778291351,5649.23760146587,1908.09056216514,95454.5454545454,18419.9959551515,1416701.32781723,90243.5178911567,186363.636363636,0,22688.8577592292,3845.02540038559,24.4363636363632,9138.61472929395,2302.49949439393,39186.4535771133,38281.1975891602,38761.4569843691,3486.40867115567,34608.675666336,30432.3637994248,5649.23760146587,1908.09056216514,1942041.7962253,20.3451997699793
"70","ASIS",70,-30890.4846778812,-3446855.12213417,-90745.9143143416,-281818.181818182,-5367531.84077504,-33841.1099943756,-3858.54647630598,-10058.5757575758,-9736.95350760489,-3861.31058473515,-57761.3377752505,-60366.2884977985,-61412.5857763466,-6818.8072279008,-48816.9034916227,-41598.6235050996,0,0,"Iniciativa1",-12263.4184986061,-2065607.5418778,0,-95454.5454545454,-5367531.84077504,-10746.5132821896,0,-10034.1424242424,-578.415315226893,-1532.92731232577,-17044.9082424812,-23115.2408948523,-22897.397798565,-3403.32135448226,-14352.8222179957,-11805.6001894427,5761.90812215911,1925.87307529955,95454.5454545454,18627.0661792751,1381247.58025637,90745.9143143416,186363.636363636,0,23094.596712186,3858.54647630598,24.4333333333343,9158.53819237799,2328.38327240938,40716.4295327693,37251.0476029462,38515.1879777816,3415.48587341854,34464.0812736271,29793.0233156569,5761.90812215911,1925.87307529955,1907291.7318739,19.9811514767741
"71","ASIS",71,-30424.7819601788,-3451406.81694183,-91185.6942744492,-281818.181818182,-5367531.84077504,-33987.9940846326,-3849.5814730185,-10057.8393939394,-9608.00466747229,-3803.09774502235,-56888.0843051782,-61153.4784917513,-61541.5638388983,-6865.37632078565,-49798.8490635873,-41641.7627344659,0,0,"Iniciativa1",-12204.5002894492,-2061672.50261299,0,-95454.5454545454,-5367531.84077504,-10593.5202423528,0,-10034.0939393939,-575.6848625151,-1525.56253618115,-17213.5566537245,-22704.6816327734,-22896.8502508923,-3382.49869882562,-14465.2878089809,-11628.0802586252,5706.10270071493,1907.87422051493,95454.5454545454,18220.2816707296,1389734.31432884,91185.6942744492,186363.636363636,0,23394.4738422799,3849.5814730185,23.7454545454548,9032.31980495719,2277.5352088412,39674.5276514536,38448.7968589778,38644.713588006,3482.87762196003,35333.5612546065,30013.6824758407,5706.10270071493,1907.87422051493,1917293.71879337,20.0859341968829
"72","ASIS",72,-30933.6342587635,-3448189.1116145,-90572.5989244521,-281818.181818182,-5367531.84077504,-33993.0940485434,-3749.53555457699,-10058.1575757576,-9590.01264026097,-3866.70428234544,-57471.0884322972,-61706.671635712,-60523.1460325482,-6854.20847603575,-49914.8384878411,-41964.305485228,0,0,"Iniciativa1",-12088.3028349591,-2073971.13770577,0,-95454.5454545454,-5367531.84077504,-10662.5643410787,0,-10034.3454545455,-588.720613916577,-1511.03785436988,-16876.9786421774,-23002.9490254432,-23005.4383107658,-3414.69077478884,-14685.4248166663,-11758.9588927556,5691.31271143788,1890.22530722678,95454.5454545454,18845.3314238045,1374217.97390873,90572.5989244521,186363.636363636,0,23330.5297074647,3749.53555457699,23.8121212121205,9001.29202634439,2355.66642797556,40594.1097901198,38703.7226102688,37517.7077217823,3439.51770124691,35229.4136711748,30205.3465924725,5691.31271143788,1890.22530722678,1901731.73256393,19.9229038649555
"73","ASIS",73,-30616.1449634857,-3441174.9481093,-90399.0584793039,-281818.181818182,-5367531.84077504,-33837.8197440894,-3823.36792653189,-10058.1939393939,-9767.99195701431,-3827.01812043572,-57347.686805596,-60545.822482652,-60935.1199826675,-6972.57315249871,-49496.5241354277,-41916.1519801854,0,0,"Iniciativa1",-12249.7911623967,-2065552.92065676,0,-95454.5454545454,-5367531.84077504,-10593.3122181193,0,-10034.7212121212,-587.261786947468,-1531.22389529959,-17348.5549901214,-23079.2309234024,-22895.1222388495,-3433.09314993318,-14547.0692316871,-11618.9011862415,5742.66507161453,1907.40406430421,95454.5454545454,18366.353801089,1375622.02745254,90399.0584793039,186363.636363636,0,23244.5075259701,3823.36792653189,23.4727272727268,9180.73017006684,2295.79422513613,39999.1318154746,37466.5915592495,38039.997743818,3539.48000256553,34949.4549037406,30297.2507939439,5742.66507161453,1907.40406430421,1901260.92462626,19.9179715913227
"74","ASIS",74,-30411.7554249862,-3481944.6707639,-90377.331671305,-281818.181818182,-5367531.84077504,-33908.7489714905,-3800.50413058297,-10058.9575757576,-9792.95943112423,-3801.46942812327,-57218.6911710742,-60872.618546759,-60714.2954270775,-6860.25952674988,-49294.7949325571,-40964.0881994653,0,0,"Iniciativa1",-12327.9871605401,-2072575.12051919,0,-95454.5454545454,-5367531.84077504,-10776.8719595696,0,-10034.2363636364,-574.063057941086,-1540.99839506752,-17162.6940483324,-23061.1757425152,-23282.5106587131,-3462.42943078778,-14341.9054264237,-11643.5919901833,5716.1222314239,1908.03755685223,95454.5454545454,18083.768264446,1409369.55024471,90377.331671305,186363.636363636,0,23131.8770119209,3800.50413058297,24.7212121212106,9218.89637318315,2260.47103305576,40055.9971227418,37811.4428042438,37431.7847683644,3397.8300959621,34952.8895061334,29320.496209282,5716.1222314239,1908.03755685223,1933225.35659997,20.2528370691425
"75","ASIS",75,-30635.9947837046,-3473990.34151979,-90650.3140336245,-281818.181818182,-5367531.84077504,-34019.6295486052,-3778.46223675094,-10058.8333333333,-9759.24508269371,-3829.49934796307,-56974.3211010563,-61250.93644517,-61142.0198676428,-6859.62007004403,-50123.6348499639,-42230.1292344014,0,0,"Iniciativa1",-12289.7388985177,-2094389.2954481,0,-95454.5454545454,-5367531.84077504,-10771.1149973167,0,-10034.3121212121,-585.262354541292,-1536.21736231471,-16988.1397897536,-22845.6807218339,-22888.3949039196,-3426.23354730439,-14357.9763186439,-11949.0710460508,5790.28683314058,1906.73026403886,95454.5454545454,18346.2558851869,1379601.0460717,90650.3140336245,186363.636363636,0,23248.5145512885,3778.46223675094,24.5212121212135,9173.98272815241,2293.28198564836,39986.1813113027,38405.2557233361,38253.6249637232,3433.38652273964,35765.65853132,30281.0581883506,5790.28683314058,1906.73026403886,1907302.19740606,19.9812611156825
"76","ASIS",76,-30210.9511994315,-3423273.23679938,-91005.3736220255,-281818.181818182,-5367531.84077504,-33824.1726785525,-3781.37324169017,-10058.4545454545,-9908.17129485555,-3776.36889992893,-57508.020390022,-61365.9040314195,-61233.9139115005,-6796.07085086623,-49297.4673564485,-42981.099638238,0,0,"Iniciativa1",-12184.3472018175,-2090979.26711642,0,-95454.5454545454,-5367531.84077504,-10766.5041955508,0,-10034.4393939394,-580.88683974917,-1523.04340022718,-17212.3434479895,-22834.511997106,-22912.2805026943,-3446.00365547334,-14460.9475438381,-11753.2908295042,5771.90567338167,1921.36857738821,95454.5454545454,18026.603997614,1332293.96968296,91005.3736220255,186363.636363636,0,23057.6684830017,3781.37324169017,24.015151515152,9327.28445510638,2253.32549970175,40295.6769420325,38531.3920343136,38321.6334088062,3350.0671953929,34836.5198126104,31227.8088087338,5771.90567338167,1921.36857738821,1860389.62294991,19.4897960499514
"77","ASIS",77,-30326.7564670057,-3396929.37639808,-90340.8673944657,-281818.181818182,-5367531.84077504,-33646.7311958474,-3854.35224770461,-10057.7121212121,-9755.8264760681,-3790.84455837571,-57333.9102759432,-61593.4913894949,-60996.8634428471,-6860.15993364917,-49700.1419966919,-42244.9980934784,0,0,"Iniciativa1",-12181.3581764455,-2084889.92303338,0,-95454.5454545454,-5367531.84077504,-10731.311396479,0,-10034.5545454545,-578.743328399112,-1522.66977205569,-17003.924430509,-23053.8066933318,-22761.7065721002,-3434.02477159621,-14476.6957045367,-11782.199151568,5733.99249078771,1899.07203872747,95454.5454545454,18145.3982905602,1312039.45336469,90340.8673944657,186363.636363636,0,22915.4197993684,3854.35224770461,23.1575757575756,9177.08314766899,2268.17478632002,40329.9858454342,38539.6846961631,38235.1568707469,3426.13516205295,35223.4462921552,30462.7989419104,5733.99249078771,1899.07203872747,1838977.81530815,19.2654818746568
"78","ASIS",78,-30876.7228011672,-3425381.30366185,-90625.1121176521,-281818.181818182,-5367531.84077504,-33801.4352193623,-3807.02735514174,-10058.7,-9891.88945245808,-3859.59035014591,-57615.7233389796,-61590.5176687571,-61410.1583670784,-6945.57859053556,-49567.4273478178,-42647.8691587828,0,0,"Iniciativa1",-12222.1973082928,-2059524.36375714,0,-95454.5454545454,-5367531.84077504,-10681.3791295418,0,-10034.1727272727,-574.465673633014,-1527.7746635366,-17113.5007118399,-22701.0500266892,-22951.5406769993,-3424.11616816322,-14349.6843528738,-11634.3613343133,5677.3757694957,1919.47569260262,95454.5454545454,18654.5254928744,1365856.93990471,90625.1121176521,186363.636363636,0,23120.0560898205,3807.02735514174,24.5272727272732,9317.42377882506,2331.81568660931,40502.2226271397,38889.4676420679,38458.6176900791,3521.46242237234,35217.742994944,31013.5078244695,5677.3757694957,1919.47569260262,1895300.93672517,19.8555336228351
"79","ASIS",79,-30360.0414164111,-3409945.66832248,-90883.4291239527,-281818.181818182,-5367531.84077504,-34174.1074275903,-3772.37762787882,-10058.0636363636,-9794.22433763751,-3795.00517705138,-57059.1077146628,-60982.1340140577,-60955.6518010366,-7008.92746799377,-49370.9765536192,-41754.5522537715,0,0,"Iniciativa1",-12212.4645319729,-2058607.56364001,0,-95454.5454545454,-5367531.84077504,-10610.98498237,0,-10034.0909090909,-584.218220590188,-1526.55806649662,-17127.3569418153,-23041.7801993868,-22919.3611987432,-3466.57181077672,-14515.422919971,-11533.0075162609,5764.80974105344,1923.3451176827,95454.5454545454,18147.5768844381,1351338.10468246,90883.4291239527,186363.636363636,0,23563.1224452202,3772.37762787882,23.9727272727268,9210.00611704732,2268.44711055476,39931.7507728475,37940.3538146709,38036.2906022934,3542.35565721705,34855.5536336482,30221.5447375106,5764.80974105344,1923.3451176827,1877786.67715939,19.6720509035746
"80","ASIS",80,-30335.1666240952,-3505276.55170008,-90208.6965740168,-281818.181818182,-5367531.84077504,-34635.765293206,-3820.17828342284,-10058.8333333333,-9836.45506243363,-3791.8958280119,-57304.0043704632,-61233.4107561193,-61369.5741588074,-6893.01998456075,-49472.5893000685,-41830.7005219108,0,0,"Iniciativa1",-12380.4447952855,-2055747.01095577,0,-95454.5454545454,-5367531.84077504,-10752.3221824929,0,-10033.9818181818,-590.748432353356,-1547.55559941068,-17103.6328730392,-23217.1051860835,-23004.5608933089,-3412.73800878468,-14411.8702654182,-11581.5812656465,5756.01501092697,1909.30555029235,95454.5454545454,17954.7218288097,1449529.5407443,90208.6965740168,186363.636363636,0,23883.4431107131,3820.17828342284,24.8515151515167,9245.70663008028,2244.34022860121,40200.371497424,38016.3055700359,38365.0132654986,3480.28197577607,35060.7190346503,30249.1192562643,5756.01501092697,1909.30555029235,1976312.2464396,20.7042235341292
"81","ASIS",81,-30332.3768809898,-3440772.44597746,-91018.0516867002,-281818.181818182,-5367531.84077504,-33927.0870238759,-3834.19509911984,-10058.496969697,-9684.85953406586,-3791.54711012372,-57575.0475154772,-61209.9616473654,-61087.093259558,-6862.04407404786,-49809.7848194169,-41036.4034460877,0,0,"Iniciativa1",-12327.5557318353,-2070295.35959409,0,-95454.5454545454,-5367531.84077504,-10567.0521938756,0,-10034.1393939394,-575.312967308106,-1540.94446647942,-17125.7356913137,-23026.7684674238,-22856.3954209409,-3443.45896222898,-14506.4855569439,-11762.4958828401,5788.30846250218,1893.37136325337,95454.5454545454,18004.8211491544,1370477.08638337,91018.0516867002,186363.636363636,0,23360.0348300003,3834.19509911984,24.3575757575745,9109.54656675776,2250.6026436443,40449.3118241635,38183.1931799416,38230.697838617,3418.58511181888,35303.299262473,29273.9075632476,5788.30846250218,1893.37136325337,1896983.00690416,19.8731553104245
"82","ASIS",82,-30519.6501922845,-3464930.11316926,-90442.3552265479,-281818.181818182,-5367531.84077504,-33940.7585890796,-3820.78809597242,-10058.5363636364,-9881.72292412734,-3814.95627403556,-57060.731442407,-61189.3267734975,-60630.2732929682,-6867.31493114563,-48857.4440023005,-41409.7710908055,0,0,"Iniciativa1",-12105.7329761306,-2049217.13556374,0,-95454.5454545454,-5367531.84077504,-10653.2279244349,0,-10034.2575757576,-584.268594683773,-1513.21662201632,-17148.8480728874,-22823.1999970427,-23084.9941916717,-3482.82895671917,-14780.0809382454,-11669.2572993066,5705.30123289588,1908.95940423562,95454.5454545454,18413.9172161539,1415712.97760551,90442.3552265479,186363.636363636,0,23287.5306646447,3820.78809597242,24.2787878787876,9297.45432944357,2301.73965201924,39911.8833695196,38366.1267764548,37545.2791012965,3384.48597442646,34077.3630640551,29740.5137914989,5705.30123289588,1908.95940423562,1940304.59065619,20.3270004735411
"83","ASIS",83,-30562.1902853955,-3440233.16663724,-91157.8575618575,-281818.181818182,-5367531.84077504,-33773.9937338097,-3808.58975310477,-10058.7484848485,-9819.64356495475,-3820.27378567444,-56826.5448896758,-61302.5552268989,-61000.3646543774,-6904.40448358162,-49607.2806183515,-41623.777337748,0,0,"Iniciativa1",-12198.5941320353,-2079707.33541213,0,-95454.5454545454,-5367531.84077504,-10756.2464498953,0,-10034.5878787879,-586.79697935069,-1524.82426650441,-17077.8713818908,-22963.6784847404,-22771.6773702516,-3390.28706776085,-14473.1683713866,-11736.0710897889,5761.30492090396,1916.67290178643,95454.5454545454,18363.5961533602,1360525.83122511,91157.8575618575,186363.636363636,0,23017.7472839145,3808.58975310477,24.1606060606064,9232.84658560406,2295.44951917003,39748.673507785,38338.8767421585,38228.6872841258,3514.11741582077,35134.1122469648,29887.7062479591,5761.30492090396,1916.67290178643,1887319.86631932,19.7719224090596
