"Cenario.x";"Replicacao";"Soma_DespesaTurnover.x";"Soma_DespesaAbsenteismo.x";"Soma_DespesaMultas.x";"Soma_DespesaAcoesRegressivasINSS.x";"Cenario.y";"Soma_DespesaTurnover.y";"Soma_DespesaAbsenteismo.y";"Soma_DespesaMultas.y";"Soma_DespesaAcoesRegressivasINSS.y";"CustoTotalCBR";"BeneficioTurnover";"BeneficioAbsenteismo";"BeneficioMultas";"BeneficioAcoesRegressivasINSS";"BeneficioTotalCBR";"RazaoBeneficioCusto"
"SemIniciativa";226;-53311,0603406701;-3471453,40910464;0;-99545,4545454545;"Iniciativa1";-30100,5211908418;-2765941,96704985;0;-70909,0909090909;95454,5454545454;23210,5391498283;705511,442054793;0;28636,3636363636;757358,344840985;7,93423027928651
"SemIniciativa";227;-53837,5832610431;-3451864,0699532;0;-99545,4545454545;"Iniciativa1";-30891,8062464334;-2759075,28768547;0;-70909,0909090909;95454,5454545454;22945,7770146096;692788,782267727;0;28636,3636363636;744370,922918701;7,79817157343401
"SemIniciativa";228;-54016,1456418348;-3449026,02340498;0;-99545,4545454545;"Iniciativa1";-30390,2459521799;-2779179,63438392;0;-70909,0909090909;95454,5454545454;23625,8996896549;669846,389021061;0;28636,3636363636;722108,652347079;7,56494778649321
"SemIniciativa";229;-53926,0388240141;-3443639,34830436;0;-99545,4545454545;"Iniciativa1";-30318,988663708;-2796484,85019721;0;-70909,0909090909;95454,5454545454;23607,0501603061;647154,498107147;0;28636,3636363636;699397,911903817;7,32702574375428
"SemIniciativa";230;-53619,9877735077;-3479668,66841102;0;-99545,4545454545;"Iniciativa1";-30581,8135286218;-2796593,08961235;0;-70909,0909090909;95454,5454545454;23038,1742448859;683075,578798665;0;28636,3636363636;734750,116679915;7,69738217474196
"SemIniciativa";231;-53811,8612200285;-3457396,13627964;0;-99545,4545454545;"Iniciativa1";-30677,3700835179;-2824108,56979489;0;-70909,0909090909;95454,5454545454;23134,4911365106;633287,566484747;0;28636,3636363636;685058,421257622;7,17680250841318
"SemIniciativa";232;-53043,6963407181;-3451343,92384011;0;-99545,4545454545;"Iniciativa1";-30686,6012617201;-2808927,23394714;0;-70909,0909090909;95454,5454545454;22357,095078998;642416,689892967;0;28636,3636363636;693410,148608329;7,2642967949444
"SemIniciativa";233;-53463,2301908143;-3457847,63438007;0;-99545,4545454545;"Iniciativa1";-30686,178183186;-2768879,60615119;0;-70909,0909090909;95454,5454545454;22777,0520076283;688968,028228878;0;28636,3636363636;740381,443872869;7,75637703104911
"SemIniciativa";234;-53684,8122525561;-3506088,90077262;0;-99545,4545454545;"Iniciativa1";-30531,5146538356;-2774028,72011208;0;-70909,0909090909;95454,5454545454;23153,2975987205;732060,180660541;0;28636,3636363636;783849,841895625;8,21176024843036
"SemIniciativa";235;-52728,4372699469;-3449193,04385565;0;-99545,4545454545;"Iniciativa1";-30503,5660101124;-2778890,52114891;0;-70909,0909090909;95454,5454545454;22224,8712598346;670302,522706742;0;28636,3636363636;721163,757602941;7,55504888917367
"SemIniciativa";236;-53487,1690478372;-3511882,72149929;0;-99545,4545454545;"Iniciativa1";-30798,3979822615;-2761112,72729814;0;-70909,0909090909;95454,5454545454;22688,7710655757;750769,994201154;0;28636,3636363636;802095,128903093;8,40290135041336
"SemIniciativa";237;-53520,8594852401;-3468526,37134444;0;-99545,4545454545;"Iniciativa1";-30272,4260358396;-2748032,66737925;0;-70909,0909090909;95454,5454545454;23248,4334494005;720493,703965193;0;28636,3636363636;772378,501050957;8,09158429672431
"SemIniciativa";238;-53927,0738028072;-3454406,4952727;0;-99545,4545454545;"Iniciativa1";-30776,4375144465;-2796013,89917362;0;-70909,0909090909;95454,5454545454;23150,6362883607;658392,596099077;0;28636,3636363636;710179,596023802;7,43997672024935
"SemIniciativa";239;-53913,337113474;-3467780,30434729;0;-99545,4545454545;"Iniciativa1";-30439,3704593223;-2781715,06470203;0;-70909,0909090909;95454,5454545454;23473,9666541516;686065,239645261;0;28636,3636363636;738175,569935777;7,73326787551766
"SemIniciativa";240;-52802,2188790777;-3475321,15940815;0;-99545,4545454545;"Iniciativa1";-30457,7155417671;-2744533,74078124;0;-70909,0909090909;95454,5454545454;22344,5033373106;730787,418626907;0;28636,3636363636;781768,285600582;8,18995346819657
"SemIniciativa";241;-53088,4631799494;-3449523,41543521;0;-99545,4545454545;"Iniciativa1";-30724,4371284797;-2757604,51510439;0;-70909,0909090909;95454,5454545454;22364,0260514697;691918,900330821;0;28636,3636363636;742919,290018654;7,78296399067161
"SemIniciativa";242;-53852,0356330966;-3478511,16404003;0;-99545,4545454545;"Iniciativa1";-30841,4611307757;-2738609,9637052;0;-70909,0909090909;95454,5454545454;23010,5745023209;739901,200334826;0;28636,3636363636;791548,13847351;8,29240906972249
"SemIniciativa";243;-53986,1001124101;-3432909,34103377;0;-99545,4545454545;"Iniciativa1";-30713,9517662653;-2758399,03851079;0;-70909,0909090909;95454,5454545454;23272,1483461448;674510,302522973;0;28636,3636363636;726418,814505481;7,6101018662479
"SemIniciativa";244;-53380,1495767878;-3480096,24215504;0;-99545,4545454545;"Iniciativa1";-30297,4187225629;-2766034,27095258;0;-70909,0909090909;95454,5454545454;23082,7308542249;714061,971202452;0;28636,3636363636;765781,06569304;8,02246830726042
"SemIniciativa";245;-52603,774135029;-3499589,99759963;0;-99545,4545454545;"Iniciativa1";-30359,6567266549;-2778665,42448454;0;-70909,0909090909;95454,5454545454;22244,1174083741;720924,573115088;0;28636,3636363636;771805,054159825;8,08557675786484
"SemIniciativa";246;-53564,424902353;-3441323,94600571;0;-99545,4545454545;"Iniciativa1";-31106,2588428529;-2777795,4087744;0;-70909,0909090909;95454,5454545454;22458,1660595001;663528,537231307;0;28636,3636363636;714623,066927171;7,48652736780846
"SemIniciativa";247;-53829,4394390494;-3464848,736356;0;-99545,4545454545;"Iniciativa1";-30672,0710135573;-2746017,63796413;0;-70909,0909090909;95454,5454545454;23157,3684254922;718831,098391867;0;28636,3636363636;770624,830453723;8,0732125095152
"SemIniciativa";248;-53465,7989357598;-3494550,80763038;0;-99545,4545454545;"Iniciativa1";-30327,4885608744;-2785024,22450353;0;-70909,0909090909;95454,5454545454;23138,3103748854;709526,583126846;0;28636,3636363636;761301,257138095;7,97553697954195
"SemIniciativa";249;-54000,2389601493;-3422917,78057603;0;-99545,4545454545;"Iniciativa1";-30481,5803493133;-2766686,10518334;0;-70909,0909090909;95454,5454545454;23518,658610836;656231,675392684;0;28636,3636363636;708386,697639884;7,42119397527497
"SemIniciativa";250;-53251,7586248666;-3464939,56305351;0;-99545,4545454545;"Iniciativa1";-30538,7789059307;-2723086,25115407;0;-70909,0909090909;95454,5454545454;22712,9797189358;741853,311899437;0;28636,3636363636;793202,655254736;8,30974210266866
"SemIniciativa";251;-53327,776497122;-3490114,89939854;0;-99545,4545454545;"Iniciativa1";-30334,6003392841;-2723960,96550755;0;-70909,0909090909;95454,5454545454;22993,1761578379;766153,933890982;0;28636,3636363636;817783,473685183;8,56725543860668
"SemIniciativa";252;-53510,8069567825;-3464079,10325972;0;-99545,4545454545;"Iniciativa1";-30672,920925416;-2777538,26909579;0;-70909,0909090909;95454,5454545454;22837,8860313665;686540,834163924;0;28636,3636363636;738015,083831654;7,73158659252209
"SemIniciativa";253;-53499,3243188284;-3458500,31747725;0;-99545,4545454545;"Iniciativa1";-30502,5412590225;-2778990,73601651;0;-70909,0909090909;95454,5454545454;22996,7830598059;679509,581460747;0;28636,3636363636;731142,728156916;7,65959048545341
"SemIniciativa";254;-53560,1970712013;-3449860,07543682;0;-99545,4545454545;"Iniciativa1";-30989,6842253348;-2782617,25989397;0;-70909,0909090909;95454,5454545454;22570,5128458665;667242,815542848;0;28636,3636363636;718449,692025078;7,5266158212151
"SemIniciativa";255;-52636,0701445127;-3454177,9703002;0;-99545,4545454545;"Iniciativa1";-30572,0397601699;-2727265,31610426;0;-70909,0909090909;95454,5454545454;22064,0303843427;726912,654195946;0;28636,3636363636;777613,048216653;8,14642240988874
"SemIniciativa";256;-53593,9076324937;-3473656,2730563;0;-99545,4545454545;"Iniciativa1";-30164,1984796569;-2779171,80177875;0;-70909,0909090909;95454,5454545454;23429,7091528369;694484,471277548;0;28636,3636363636;746550,544066748;7,82100569974689
"SemIniciativa";257;-53891,096362759;-3445176,83153478;0;-99545,4545454545;"Iniciativa1";-30437,8390286651;-2770048,76519977;0;-70909,0909090909;95454,5454545454;23453,2573340939;675128,06633501;0;28636,3636363636;727217,687305467;7,6184710098668
"SemIniciativa";258;-53687,1826539727;-3481313,44480934;0;-99545,4545454545;"Iniciativa1";-30653,2453399555;-2795636,39771373;0;-70909,0909090909;95454,5454545454;23033,9373140173;685677,047095608;0;28636,3636363636;737347,348045989;7,72459126524369
"SemIniciativa";259;-53379,882901536;-3477007,07592944;0;-99545,4545454545;"Iniciativa1";-30599,2375482727;-2771908,58017521;0;-70909,0909090909;95454,5454545454;22780,6453532632;705098,495754232;0;28636,3636363636;756515,504743859;7,92540052588804
"SemIniciativa";260;-54035,7546629903;-3527309,62681523;0;-99545,4545454545;"Iniciativa1";-30726,528122276;-2797887,35748033;0;-70909,0909090909;95454,5454545454;23309,2265407143;729422,269334893;0;28636,3636363636;781367,859511971;8,18575852822065
"SemIniciativa";261;-53619,9603361096;-3488166,52573703;0;-99545,4545454545;"Iniciativa1";-30155,1139381036;-2713144,06784187;0;-70909,0909090909;95454,5454545454;23464,8463980059;775022,457895159;0;28636,3636363636;827123,667929528;8,66510509259506
"SemIniciativa";262;-52846,9687569346;-3422458,31534957;0;-99545,4545454545;"Iniciativa1";-30456,8745560114;-2776119,0661134;0;-70909,0909090909;95454,5454545454;22390,0942009232;646339,249236174;0;28636,3636363636;697365,707073461;7,30573597886483
"SemIniciativa";263;-53237,6123980365;-3481722,19958526;0;-99545,4545454545;"Iniciativa1";-30327,3505496061;-2756528,94040151;0;-70909,0909090909;95454,5454545454;22910,2618484303;725193,259183751;0;28636,3636363636;776739,884668545;8,13727498224191
"SemIniciativa";264;-53772,5998661141;-3487460,03236449;0;-99545,4545454545;"Iniciativa1";-31113,9332800836;-2766460,59063778;0;-70909,0909090909;95454,5454545454;22658,6665860305;720999,441726706;0;28636,3636363636;772294,4719491;8,09070399184771
"SemIniciativa";265;-53545,4586637345;-3440600,63712442;0;-99545,4545454545;"Iniciativa1";-30258,8578922326;-2772872,53735588;0;-70909,0909090909;95454,5454545454;23286,6007715018;667728,099768548;0;28636,3636363636;719651,064176414;7,53920162470529
"SemIniciativa";266;-53450,8857861671;-3475985,39011281;0;-99545,4545454545;"Iniciativa1";-30409,2151781657;-2784330,36957555;0;-70909,0909090909;95454,5454545454;23041,6706080014;691655,020537261;0;28636,3636363636;743333,054781626;7,78729866914085
"SemIniciativa";267;-53491,5416442061;-3414401,59214066;0;-99545,4545454545;"Iniciativa1";-30692,4477040991;-2770369,02271144;0;-70909,0909090909;95454,5454545454;22799,093940107;644032,569429216;0;28636,3636363636;695468,027005687;7,28585552101196
"SemIniciativa";268;-52603,6139000959;-3443192,07463474;0;-99545,4545454545;"Iniciativa1";-30420,6745835549;-2763639,53610858;0;-70909,0909090909;95454,5454545454;22182,9393165409;679552,538526157;0;28636,3636363636;730371,841479062;7,65151452978065
"SemIniciativa";269;-52897,9431314131;-3443086,53215504;0;-99545,4545454545;"Iniciativa1";-30422,2902084889;-2764715,69734583;0;-70909,0909090909;95454,5454545454;22475,6529229242;678370,834809208;0;28636,3636363636;729482,851368496;7,64220130005091
"SemIniciativa";270;-53009,7665104358;-3455065,09712048;0;-99545,4545454545;"Iniciativa1";-30764,583554005;-2781287,47702415;0;-70909,0909090909;95454,5454545454;22245,1829564309;673777,620096323;0;28636,3636363636;724659,166689118;7,59166746055266
"SemIniciativa";271;-53251,4163757698;-3449658,19121608;0;-99545,4545454545;"Iniciativa1";-30378,1154911671;-2781705,16087635;0;-70909,0909090909;95454,5454545454;22873,3008846027;667953,03033973;0;28636,3636363636;719462,694860696;7,53722823187396
"SemIniciativa";272;-53714,5794718633;-3450980,48119038;0;-99545,4545454545;"Iniciativa1";-30550,1793873888;-2760434,02136249;0;-70909,0909090909;95454,5454545454;23164,4000844744;690546,459827897;0;28636,3636363636;742347,223548735;7,7769709133677
"SemIniciativa";273;-53249,4390152577;-3451435,36317178;0;-99545,4545454545;"Iniciativa1";-30477,1874012034;-2767536,73713795;0;-70909,0909090909;95454,5454545454;22772,2516140543;683898,626033833;0;28636,3636363636;735307,241284251;7,70321871821596
"SemIniciativa";274;-53205,7026816215;-3455257,09220598;0;-99545,4545454545;"Iniciativa1";-31024,8063316545;-2744658,85324628;0;-70909,0909090909;95454,5454545454;22180,896349967;710598,238959703;0;28636,3636363636;761415,498946033;7,97673379848225
"SemIniciativa";275;-52943,4302819154;-3483613,54047634;0;-99545,4545454545;"Iniciativa1";-30292,0258632236;-2780382,84492908;0;-70909,0909090909;95454,5454545454;22651,4044186918;703230,695547258;0;28636,3636363636;754518,463602314;7,90447914250043
"SemIniciativa";276;-53074,8160995353;-3467538,21298715;0;-99545,4545454545;"Iniciativa1";-30648,7813844351;-2777698,09097792;0;-70909,0909090909;95454,5454545454;22426,0347151002;689840,122009231;0;28636,3636363636;740902,520360695;7,76183592758824
"SemIniciativa";277;-52920,1458662988;-3456915,81021581;0;-99545,4545454545;"Iniciativa1";-30265,9682689201;-2761635,83081053;0;-70909,0909090909;95454,5454545454;22654,1775973786;695279,979405282;0;28636,3636363636;746570,520639024;7,82121497812311
"SemIniciativa";278;-53247,0288601865;-3423467,36444328;0;-99545,4545454545;"Iniciativa1";-30446,0688370014;-2776776,59770464;0;-70909,0909090909;95454,5454545454;22800,9600231851;646690,766738642;0;28636,3636363636;698128,090398191;7,31372285179058
"SemIniciativa";279;-53766,7903236259;-3467619,89051248;0;-99545,4545454545;"Iniciativa1";-30430,1016044141;-2756060,21785807;0;-70909,0909090909;95454,5454545454;23336,6887192118;711559,672654409;0;28636,3636363636;763532,725009984;7,99891426200936
"SemIniciativa";280;-53599,4159508593;-3481107,89585052;0;-99545,4545454545;"Iniciativa1";-30908,6262158195;-2808845,29798413;0;-70909,0909090909;95454,5454545454;22690,7897350399;672262,597866395;0;28636,3636363636;723589,751237798;7,58046406058646
"SemIniciativa";281;-53139,8110921653;-3435793,38340396;0;-99545,4545454545;"Iniciativa1";-30646,1791590531;-2757269,30635193;0;-70909,0909090909;95454,5454545454;22493,6319331122;678524,077052033;0;28636,3636363636;729654,072621509;7,64399504651104
"SemIniciativa";282;-53323,96969385;-3444296,01597023;0;-99545,4545454545;"Iniciativa1";-30537,3498437229;-2754351,19772012;0;-70909,0909090909;95454,5454545454;22786,619850127;689944,818250113;0;28636,3636363636;741367,801736604;7,76671030390728
"SemIniciativa";283;-53835,6551287556;-3466399,80326585;0;-99545,4545454545;"Iniciativa1";-30210,2545755708;-2786327,06497345;0;-70909,0909090909;95454,5454545454;23625,4005531848;680072,738292401;0;28636,3636363636;732334,502481949;7,67207574028709
"SemIniciativa";284;-53006,9553963555;-3484232,99794942;0;-99545,4545454545;"Iniciativa1";-30708,1385180417;-2725253,39608969;0;-70909,0909090909;95454,5454545454;22298,8168783138;758979,601859732;0;28636,3636363636;809914,782374409;8,48482152963667
"SemIniciativa";285;-53679,7336340672;-3451433,40792074;0;-99545,4545454545;"Iniciativa1";-30344,4894077704;-2756725,97271835;0;-70909,0909090909;95454,5454545454;23335,2442262968;694707,435202387;0;28636,3636363636;746679,043065048;7,82235187972907
"SemIniciativa";286;-53407,393215106;-3414964,22248491;0;-99545,4545454545;"Iniciativa1";-30839,6595493237;-2750548,805904;0;-70909,0909090909;95454,5454545454;22567,7336657823;664415,416580913;0;28636,3636363636;715619,513883059;7,49696633591776
"SemIniciativa";287;-53852,600128473;-3462099,75181642;0;-99545,4545454545;"Iniciativa1";-30265,8835079498;-2783132,69165133;0;-70909,0909090909;95454,5454545454;23586,7166205231;678967,060165094;0;28636,3636363636;731190,140421981;7,66008718537314
"SemIniciativa";288;-53853,1861858552;-3462326,43964942;0;-99545,4545454545;"Iniciativa1";-30397,6950309367;-2726166,99121591;0;-70909,0909090909;95454,5454545454;23455,4911549186;736159,448433511;0;28636,3636363636;788251,303224793;8,25787079568831
"SemIniciativa";289;-54480,2076743465;-3426730,11948969;0;-99545,4545454545;"Iniciativa1";-30478,6609109494;-2746681,58684549;0;-70909,0909090909;95454,5454545454;24001,5467633971;680048,532644192;0;28636,3636363636;732686,443043952;7,67576273665093
"SemIniciativa";290;-53197,9395610697;-3451831,19996006;0;-99545,4545454545;"Iniciativa1";-30478,2313116209;-2748039,14277673;0;-70909,0909090909;95454,5454545454;22719,7082494487;703792,057183331;0;28636,3636363636;755148,129069143;7,91107563786722
"SemIniciativa";291;-53816,8766718327;-3464674,0350834;0;-99545,4545454545;"Iniciativa1";-30178,6526300405;-2753767,27135693;0;-70909,0909090909;95454,5454545454;23638,2240417922;710906,763726468;0;28636,3636363636;763181,351404624;7,9952332051913
"SemIniciativa";292;-52869,1129580197;-3450484,69233219;0;-99545,4545454545;"Iniciativa1";-30567,022662455;-2782020,04110037;0;-70909,0909090909;95454,5454545454;22302,0902955648;668464,651231819;0;28636,3636363636;719403,105163748;7,53660395885831
"SemIniciativa";293;-53724,8792385981;-3480752,96828941;0;-99545,4545454545;"Iniciativa1";-30911,5988061174;-2793330,59650329;0;-70909,0909090909;95454,5454545454;22813,2804324807;687422,371786112;0;28636,3636363636;738872,015854956;7,74056397562335
"SemIniciativa";294;-53512,0892913311;-3423273,71485454;0;-99545,4545454545;"Iniciativa1";-30721,4126701821;-2799093,41193637;0;-70909,0909090909;95454,5454545454;22790,676621149;624180,302918169;0;28636,3636363636;675607,343175681;7,07779121422142
"SemIniciativa";295;-53107,2280074193;-3499110,89495544;0;-99545,4545454545;"Iniciativa1";-30474,8586354304;-2797359,54522494;0;-70909,0909090909;95454,5454545454;22632,369371989;701751,349730505;0;28636,3636363636;753020,082738858;7,88878181916899
"SemIniciativa";296;-53419,7134480484;-3509163,76623577;0;-99545,4545454545;"Iniciativa1";-30599,2784597727;-2751371,67045817;0;-70909,0909090909;95454,5454545454;22820,4349882757;757792,095777603;0;28636,3636363636;809248,894402242;8,47784556040444
"SemIniciativa";297;-53160,0126023496;-3479363,8537622;0;-99545,4545454545;"Iniciativa1";-30924,5515311474;-2742153,59961698;0;-70909,0909090909;95454,5454545454;22235,4610712022;737210,254145221;0;28636,3636363636;788082,078852787;8,25609796893396
"SemIniciativa";298;-53422,7336937012;-3445534,09729466;0;-99545,4545454545;"Iniciativa1";-30601,3108676686;-2791230,74908564;0;-70909,0909090909;95454,5454545454;22821,4228260326;654303,348209018;0;28636,3636363636;705761,134671415;7,39368807751006
"SemIniciativa";299;-54132,2908637476;-3422371,69108685;0;-99545,4545454545;"Iniciativa1";-30304,4714581757;-2772032,27425242;0;-70909,0909090909;95454,5454545454;23827,8194055718;650339,416834434;0;28636,3636363636;702803,599876369;7,3627043796572
"SemIniciativa";300;-53494,320530662;-3478275,83502189;0;-99545,4545454545;"Iniciativa1";-30733,4842029455;-2776516,80180056;0;-70909,0909090909;95454,5454545454;22760,8363277165;701759,033221336;0;28636,3636363636;753156,233185416;7,89020815718055
"SemIniciativa";301;-53202,6089613175;-3478556,01005777;0;-99545,4545454545;"Iniciativa1";-30662,1221071176;-2747020,65827026;0;-70909,0909090909;95454,5454545454;22540,4868541999;731535,351787509;0;28636,3636363636;782712,202278073;8,19984211910362
"SemIniciativa";302;-53460,2699552104;-3460917,24185177;0;-99545,4545454545;"Iniciativa1";-30587,1844534926;-2739766,82297185;0;-70909,0909090909;95454,5454545454;22873,0855017177;721150,418879912;0;28636,3636363636;772659,868017994;8,0945319506647
"SemIniciativa";303;-52944,0354488793;-3433740,8432147;0;-99545,4545454545;"Iniciativa1";-30704,1619237939;-2774090,21236883;0;-70909,0909090909;95454,5454545454;22239,8735250854;659650,630845871;0;28636,3636363636;710526,86800732;7,44361480769573
"SemIniciativa";304;-53474,5972701097;-3491675,12416321;0;-99545,4545454545;"Iniciativa1";-30723,1006015027;-2720157,80212504;0;-70909,0909090909;95454,5454545454;22751,496668607;771517,322038175;0;28636,3636363636;822905,182343146;8,62091143407105
"SemIniciativa";305;-53467,6773078596;-3479820,09540547;0;-99545,4545454545;"Iniciativa1";-30398,8524187965;-2761883,19199992;0;-70909,0909090909;95454,5454545454;23068,824889063;717936,903405549;0;28636,3636363636;769642,091930976;8,06291715356261
"SemIniciativa";306;-53383,0752775383;-3533274,35654436;0;-99545,4545454545;"Iniciativa1";-30513,991086603;-2763531,28947053;0;-70909,0909090909;95454,5454545454;22869,0841909353;769743,06707383;0;28636,3636363636;821248,514901129;8,60355587039278
"SemIniciativa";307;-52854,1169020068;-3492005,67426884;0;-99545,4545454545;"Iniciativa1";-30603,7927701367;-2769343,74947593;0;-70909,0909090909;95454,5454545454;22250,3241318701;722661,924792909;0;28636,3636363636;773548,612561143;8,1038426077834
"SemIniciativa";308;-53823,4209577388;-3440097,51453468;0;-99545,4545454545;"Iniciativa1";-30868,3800454372;-2765119,29187379;0;-70909,0909090909;95454,5454545454;22955,0409123016;674978,222660889;0;28636,3636363636;726569,627209554;7,611681808862
"SemIniciativa";309;-53721,9363783878;-3486079,04771961;0;-99545,4545454545;"Iniciativa1";-30595,2588394272;-2748953,10176574;0;-70909,0909090909;95454,5454545454;23126,6775389606;737125,945953868;0;28636,3636363636;788888,987129193;8,2645512937344
"SemIniciativa";310;-53864,5523917954;-3441852,27580838;0;-99545,4545454545;"Iniciativa1";-30899,7574923599;-2759897,69726843;0;-70909,0909090909;95454,5454545454;22964,7948994355;681954,578539953;0;28636,3636363636;733555,737075752;7,68486962650788
"SemIniciativa";311;-52836,9621300693;-3486411,6194614;0;-99545,4545454545;"Iniciativa1";-30004,1770531284;-2790745,71716539;0;-70909,0909090909;95454,5454545454;22832,7850769409;695665,902296006;0;28636,3636363636;747135,051009311;7,82712910581183
"SemIniciativa";312;-53579,789667577;-3457222,34680631;0;-99545,4545454545;"Iniciativa1";-30711,8898953155;-2808830,04413409;0;-70909,0909090909;95454,5454545454;22867,8997722615;648392,302672221;0;28636,3636363636;699896,566080846;7,33224973989458
"SemIniciativa";313;-53684,0919925035;-3429649,20541994;0;-99545,4545454545;"Iniciativa1";-30824,0013971938;-2759431,22192466;0;-70909,0909090909;95454,5454545454;22860,0905953097;670217,983495282;0;28636,3636363636;721714,437726955;7,5608179190443
"SemIniciativa";314;-53894,0039913784;-3466595,11390129;0;-99545,4545454545;"Iniciativa1";-30590,1991521877;-2770237,62405177;0;-70909,0909090909;95454,5454545454;23303,8048391907;696357,489849511;0;28636,3636363636;748297,658325065;7,83930880150068
"SemIniciativa";315;-53045,338447041;-3487717,0473323;0;-99545,4545454545;"Iniciativa1";-30489,8658282378;-2771280,94377519;0;-70909,0909090909;95454,5454545454;22555,4726188032;716436,103557108;0;28636,3636363636;767627,939812275;8,04181651231907
"SemIniciativa";316;-53375,6891975677;-3467406,62024036;0;-99545,4545454545;"Iniciativa1";-30634,8185870451;-2754655,18637698;0;-70909,0909090909;95454,5454545454;22740,8706105227;712751,433863378;0;28636,3636363636;764128,668110264;8,00515747544087
"SemIniciativa";317;-53060,5838296159;-3481656,13924654;0;-99545,4545454545;"Iniciativa1";-30927,6704363869;-2761009,57318457;0;-70909,0909090909;95454,5454545454;22132,913393229;720646,566061972;0;28636,3636363636;771415,843091564;8,08149930857829
"SemIniciativa";318;-52990,1415377357;-3489649,37683602;0;-99545,4545454545;"Iniciativa1";-30510,5068905561;-2774779,75115226;0;-70909,0909090909;95454,5454545454;22479,6346471796;714869,62568376;0;28636,3636363636;765985,623967303;8,02461129870508
"SemIniciativa";319;-54485,8154430066;-3467558,48659741;0;-99545,4545454545;"Iniciativa1";-30225,7140744358;-2779840,54431266;0;-70909,0909090909;95454,5454545454;24260,1013685708;687717,942284754;0;28636,3636363636;740614,407289689;7,75881760017769
"SemIniciativa";320;-53603,1340007601;-3468176,72374711;0;-99545,4545454545;"Iniciativa1";-30684,3978509717;-2764508,05841938;0;-70909,0909090909;95454,5454545454;22918,7361497884;703668,665327726;0;28636,3636363636;755223,765113878;7,91186801547872
"SemIniciativa";321;-54371,0737125811;-3482360,16071306;0;-99545,4545454545;"Iniciativa1";-30817,2293872518;-2773513,19768735;0;-70909,0909090909;95454,5454545454;23553,8443253293;708846,963025709;0;28636,3636363636;761037,170987402;7,97277036272516
"SemIniciativa";322;-53520,5202146551;-3468407,8472818;0;-99545,4545454545;"Iniciativa1";-30780,8689933161;-2774808,2670176;0;-70909,0909090909;95454,5454545454;22739,651221339;693599,580264194;0;28636,3636363636;744975,595121897;7,80450623461035
"SemIniciativa";323;-53346,2004786059;-3458972,02502466;0;-99545,4545454545;"Iniciativa1";-30712,830260748;-2760509,38509564;0;-70909,0909090909;95454,5454545454;22633,3702178579;698462,639929023;0;28636,3636363636;749732,373783244;7,8543391539197
"SemIniciativa";324;-53368,7407348761;-3462172,28855311;0;-99545,4545454545;"Iniciativa1";-30684,8156337382;-2747995,43810166;0;-70909,0909090909;95454,5454545454;22683,9251011379;714176,850451446;0;28636,3636363636;765497,139188948;8,01949383912231
"SemIniciativa";325;-53327,913907907;-3453145,44491107;0;-99545,4545454545;"Iniciativa1";-30277,58117452;-2744491,17970873;0;-70909,0909090909;95454,5454545454;23050,3327333869;708654,265202344;0;28636,3636363636;760340,961572095;7,96547674027909
"SemIniciativa";326;-53792,7913381614;-3503509,24321961;0;-99545,4545454545;"Iniciativa1";-30522,7177782968;-2758868,9596431;0;-70909,0909090909;95454,5454545454;23270,0735598645;744640,283576508;0;28636,3636363636;796546,720772736;8,34477517000009
"SemIniciativa";327;-53775,2712738894;-3441792,98639149;0;-99545,4545454545;"Iniciativa1";-30545,151444753;-2772510,06334421;0;-70909,0909090909;95454,5454545454;23230,1198291364;669282,923047278;0;28636,3636363636;721149,406512778;7,55489854441958
"SemIniciativa";328;-54141,785008563;-3485308,73692121;0;-99545,4545454545;"Iniciativa1";-30472,9283463201;-2776423,84573363;0;-70909,0909090909;95454,5454545454;23668,8566622429;708884,891187576;0;28636,3636363636;761190,111486182;7,97437259652191
"SemIniciativa";329;-53540,9662717142;-3459854,6874597;0;-99545,4545454545;"Iniciativa1";-30802,5693253095;-2794474,33125792;0;-70909,0909090909;95454,5454545454;22738,3969464047;665380,356201785;0;28636,3636363636;716755,116784554;7,50886312821913
"SemIniciativa";330;-53228,4102736896;-3421626,21093154;0;-99545,4545454545;"Iniciativa1";-30618,8001356313;-2758871,68603262;0;-70909,0909090909;95454,5454545454;22609,6101380583;662754,524898916;0;28636,3636363636;714000,498673338;7,48000522419687
"SemIniciativa";331;-53376,3848240553;-3492076,36227286;0;-99545,4545454545;"Iniciativa1";-30731,5683910652;-2749373,02508424;0;-70909,0909090909;95454,5454545454;22644,8164329901;742703,337188613;0;28636,3636363636;793984,517257966;8,3179330379406
"SemIniciativa";332;-54275,0767810605;-3489937,68836915;0;-99545,4545454545;"Iniciativa1";-30557,9061725013;-2765087,01302205;0;-70909,0909090909;95454,5454545454;23717,1706085593;724850,675347105;0;28636,3636363636;777204,209592028;8,14213933858315
"SemIniciativa";333;-53949,0110976507;-3492447,66184294;0;-99545,4545454545;"Iniciativa1";-30270,3698804246;-2766227,73239586;0;-70909,0909090909;95454,5454545454;23678,6412172261;726219,929447077;0;28636,3636363636;778534,934300667;8,15608026410223
"SemIniciativa";334;-53488,1374570872;-3491482,45820427;0;-99545,4545454545;"Iniciativa1";-30625,5433371618;-2784614,94685342;0;-70909,0909090909;95454,5454545454;22862,5941199254;706867,51135085;0;28636,3636363636;758366,469107139;7,94479158112241
