"";"Cenario";"Ano";"Replicacao";"CustoMedSubstitu";"DiasMedAfast_Men15";"PInvalidez";"PAcaoRegressiva";"PercPresenteismo";"DespesaMedicaMedia";"CustoMedioRefugoRetrabalho";"CustoMedioMPInsumos";"PReclamatoria";"CustoMedioReclamatorias";"PercentualReabilitacao";"CustoMedioReabilitacao";"SavingProdutividade";"VarVolumeVendaQualidade";"CustoMedSubstituporTempo";"GanhoImagemReceitaEsperado";"NumeroMultasAPriori_Lei1";"NumeroMultasAPriori_Lei2";"NumeroMultasAPriori_Lei3";"NumeroMultasAPriori_Lei4";"NumeroMultasAPriori_Lei5";"CustoMedioMulta_Lei1";"CustoMedioMulta_Lei2";"CustoMedioMulta_Lei3";"CustoMedioMulta_Lei4";"CustoMedioMulta_Lei5";"Atendimento_Lei1";"Atendimento_Lei2";"Atendimento_Lei3";"Atendimento_Lei4";"Atendimento_Lei5";"DiasInterrupcaoAcidenteObito";"DiasInterrupcaoAcidenteOutros";"LucroCessanteDiario";"EventoInterdicao";"DiasInterdicaoFiscalizacao";"CustoMedio_NB_91";"CustoMedio_NB_92";"CustoMedio_NB_93";"CustoMedio_NB_94";"Pev_Afmenor15_Tipico";"Pev_Afmaior15_Tipico";"Pev_Safast_Tipico";"Pev_Obito_Tipico";"Pev_Afmenor15_Trajeto";"Pev_Afmaior15_Trajeto";"Pev_Safast_Trajeto";"Pev_Obito_Trajeto";"Pev_Afmenor15_DoenOcup";"Pev_Afmaior15_DoenOcup";"Pev_Safast_DoenOcup";"Pev_Obito_DoenOcup";"Pev_Afmenor15_NRelac";"Pev_Afmaior15_NRelac";"Pev_Safast_NRelac";"Pev_Obito_NRelac";"TaxaFaltas";"Beta0ReajustePlano";"BetaFreqReajustePlano";"BetaGravReajustePlano";"Beta0TempoContratacao";"BetaPIBTempoContratacao";"BetaFreqTempoContratacao";"BetaGravTempoContratacao";"TempoContratacaoPadrao";"Beta0IFrequenciaFAP";"Beta1IFrequenciaFAP";"Beta0IGravidadeFAP";"Beta1IGravidadeFAP";"Beta0ICustoFAP";"Beta1ICustoFAP";"Beta0DesligVoluntarios";"BetaPIBDesigVoluntarios";"BetaFreqDesligVoluntarios";"BetaGravDesligVoluntarios";"GanhoQualidade";"GanhoProdutividade";"FatorB91";"FatorB92";"FatorB93";"FatorB94";"LucroCessanteAcidenteObito";"LucroCessanteAcidenteOutros";"LucroCessanteInterdicaoFiscalizacao";"TempoComputadoMedio";"DespesasSeguroPatrimonial";"Funcionarios";"FolhadePagamento";"RATTabela";"DiasUteis";"HorasPorDia";"CustoMDO";"Crise";"FatorCrise";"NB_91_Inicial";"NB_92_Inicial";"NB_93_Inicial";"NB_94_Inicial";"NB_31_Inicial";"NB_32_Inicial";"VarPIB";"DesligamentosInvoluntarios";"FuncDesligadosInicial";"DespesasPlanoInicial";"ProducaoProjetada";"MargemMedUnitaria";"TFrMaximaImagem";"TGrMaximaImagem";"Beta0Multa1";"Beta0Multa2";"Beta0Multa3";"Beta0Multa4";"Beta0Multa5";"Beta1Multa1";"Beta1Multa2";"Beta1Multa3";"Beta1Multa4";"Beta1Multa5";"CustoTotal";"Nev_Afmenor15_Tipico";"Nev_Afmaior15_Tipico";"Nev_Safast_Tipico";"Nev_Obito_Tipico";"Nev_Afmenor15_Trajeto";"Nev_Afmaior15_Trajeto";"Nev_Safast_Trajeto";"Nev_Obito_Trajeto";"Nev_Afmenor15_DoenOcup";"Nev_Afmaior15_DoenOcup";"Nev_Safast_DoenOcup";"Nev_Obito_DoenOcup";"Nev_Afmenor15_NRelac";"Nev_Afmaior15_NRelac";"Nev_Safast_NRelac";"Nev_Obito_NRelac";"NFaltas";"NSubstituidos";"DespesaTurnover";"NumeroMultas_Lei1";"NumeroMultas_Lei2";"NumeroMultas_Lei3";"NumeroMultas_Lei4";"NumeroMultas_Lei5";"DespesaMultas";"EventosNBs";"NB_91";"NB_92";"NB_94";"NB_93";"NB_91_Acumulado";"NB_92_Acumulado";"NB_93_Acumulado";"NB_94_Acumulado";"HorasPresenteismo";"DespesaPresenteismo";"EventosDespesasMedicas";"DespesasMedicas";"EventosRefugoeRetrabalho";"DespesasRefugoERetrabalho";"EventosMPInsumos";"DespesasMPInsumos";"EventosIndiceFrequenciaAmpliado";"IndiceFrequenciaAmpliado";"IndiceGravidadeAmpliado";"PercDesligamentoVoluntarios";"DesligamentosVoluntarios";"DespesasClima";"FuncionariosDesligados";"TurnoverGeral";"NReclamatorias";"DespesasReclamatorias";"ReajustePlanoEstimado";"DespesasPlanodeSaude";"EventosReabilitacao";"DespesasReabilitacao";"TempoContratacaoEstimado";"DespesasImagemContratacao";"DespesasInterrupcaoAcidentes";"DespesasInterdicaoFiscalizacao";"HorasHomemExposicaoRisco";"EventosTaxasFrequenciaeGravidade";"TaxaFrequencia";"TaxaGravidade";"DiasAbsenteismo";"DespesaAbsenteismo";"NB_AcaoRegressivaINSSAcumulado";"AcoesRegressivasINSS_B91";"AcoesRegressivasINSS_B92";"AcoesRegressivasINSS_B93";"AcoesRegressivasINSS_B94";"AcoesRegressivasINSS";"CustoMedioPonderadoAcaoRegressiva";"DespesaAcoesRegressivasINSS";"HouveGanhoImagemReceita";"GanhoImagemReceita";"CustoTotalBeneficiosFAP";"EventosFrequenciaFAP";"FolhaSalarialMediaFAP";"FuncionariosMedioFAP";"TurnoverGeralMedioFAP";"CustoBeneficiosFAP_Ultimos2Anos";"DenomIndiceGravidadeFAP";"IndiceFrequenciaFAP";"PercentilFrequenciaFAP";"IndiceGravidadeFAP";"PercentilGravidadeFAP";"IndiceCustoFAP";"PercentilCustoFAP";"FAPSemAjuste";"FAP";"RATAjustado";"DespesaFAP";"CustoTotalDescontado";"DespesaTurnoverDescontado";"DespesaAbsenteismoDescontado";"DespesaMultasDescontado";"DespesaAcoesRegressivasINSSDescontado";"DespesaFAPDescontado";"DespesasImagemContratacaoDescontado";"DespesasReabilitacaoDescontado";"DespesasPlanodeSaudeDescontado";"DespesasReclamatoriasDescontado";"DespesasClimaDescontado";"DespesasMedicasDescontado";"DespesasRefugoERetrabalhoDescontado";"DespesasMPInsumosDescontado";"DespesaPresenteismoDescontado";"DespesasInterrupcaoAcidentesDescontado";"DespesasInterdicaoFiscalizacaoDescontado";"DespesasSeguroPatrimonialDescontado";"GanhoQualidadeDescontado";"GanhoProdutividadeDescontado"
"570";"ASIS";2019;190;0;1,94123498977058;0;0;0;217,887994205326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3862,95776266179;0;0;0;0,174205687400759;0,0105716300489627;0,0791832484168891;0;0,0014542289409335;0,0014542289409335;0;0;0;0;0;0;0;0;0;0;2,43190989186026;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,03;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;36;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;503;2;0;0;0;0;0;0;0;2;5;0;0;0;12;0;0;0;0;0;54;-11765,9516870876;54;0;54;0;54;260,869565217391;51,5458937198068;0,13220022506494;27;0;29;0,140096618357488;0;0;0,152337254113768;-57140,2075035731;0;0;0;0;0;0;475437,6;54;113,58;0;572,884459631741;-56032,1930624286;12;0;0;0;0;0;0;0;TRUE;0;19314,788813309;7;5284226,59;207;0,13768115942029;17834,4666294161;700;33,8164251207729;15,9300906477896;3,3816425120773;59,1074788634731;0,0033750382058117;8,36665226920836;0,727685379976883;0,863842689988441;0,0259152806996532;-143750,287813376;0;0;-46307,597572255;0;0;-118801,890754856;0;0;-47223,3119864241;0;0;-9723,92701412197;0;0;0;0;0;0;0;0
"571";"ASIS";2017;191;0;1,98923858418745;0;0;0;243,187262086357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4553,43408697627;0;0;0;0,187695161507484;0,0116176721162856;0,0899916010667526;0;0,00179766981865763;0,00179766981865763;0;0;0;0;0;0;0;0;0;0;2,48572554385361;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,01;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;39;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;515;2;0;0;0;0;0;0;0;2;5;0;0;0;5;0;0;0;0;0;60;-14591,2357251814;60;0;60;0;60;289,855072463768;54,8792270531401;0,13220022506494;27;0;29;0,140096618357488;0;0;0,209176686982826;-53799,71;0;0;0;0;0;0;475437,6;60;126,2;0;592,580304783311;-57958,5874330663;5;0;0;0;0;0;0;0;TRUE;0;22767,1704348814;6;4891903,4675;210;0,4535125;18982,553;600;28,5714285714286;13,9622593227775;2,85714285714286;50,80262909448;0,00388040220460462;8,37917270961964;0,630899624333102;0,815449812166551;0,0244634943649965;-201154,65360153;0;0;-57958,5874330663;0;0;-201154,65360153;0;0;-53799,71;0;0;-14591,2357251814;0;0;0;0;0;0;0;0
"572";"ASIS";2018;191;0;1,96434778025182;0;0;0;230,063246163636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4193,59342808459;0;0;0;0,180700567144871;0,0110752177261188;0,0843799053346484;0;0,0016170308891312;0,0016170308891312;0;0;0;0;0;0;0;0;0;0;2,45782107422972;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,02;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;37;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;509;2;0;0;0;0;0;0;0;2;5;0;0;0;10;0;0;0;0;0;56;-12883,5417851636;56;0;56;0;56;270,531400966184;52,7536231884058;0,13220022506494;27;0;29;0,140096618357488;0;0;0,172931251530093;-63103,3611822561;0;0;0;0;0;0;475437,6;56;117,786;0;581,680867869317;-56892,5446330413;10;0;0;0;0;0;0;0;TRUE;0;20967,9671404229;8;5284226,59;208;0,287905309178744;35232,1034348814;800;38,4615384615385;17,6728562443336;3,84615384615385;66,4624824544336;0,00666740966436895;8,4482210805149;0,813679481496216;0,906839740748108;0,0272051922224432;-129270,64740783;0;0;-51720,4951209466;0;0;-117518,770370754;0;0;-57366,6919838691;0;0;-11712,3107137851;0;0;0;0;0;0;0;0
"573";"ASIS";2019;191;0;1,91534858886668;0;0;0;204,267905271067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3497,5492940945;0;0;0;0,166931506080018;0,0100077800492875;0,07338327782689;0;0,00127844932507356;0,00127844932507356;0;0;0;0;0;0;0;0;0;0;2,40288928288567;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,03;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;35;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;497;2;0;0;0;0;0;0;0;2;5;0;0;0;15;0;0;0;0;0;52;-10621,9310740955;52;0;52;0;52;251,207729468599;50,3381642512077;0,13220022506494;27;0;29;0,140096618357488;0;0;0,131743256697442;-71416,8034929614;0;0;0;0;0;0;475437,6;52;109,373;0;564,037200610334;-55166,8679218592;15;0;0;0;0;0;0;0;TRUE;0;17487,7464704725;10;5284226,59;207;0,140096618357488;43735,1375753043;1000;48,3091787439614;21,3675193090071;4,83091787439614;82,0550900672699;0,00827654469966707;8,48808755175399;0,99558779849101;0,997793899245505;0,0299338169773651;-143758,400127896;0;0;-45592,4528279828;0;0;-118808,595147021;0;0;-59022,1516470755;0;0;-8778,45543313675;0;0;0;0;0;0;0;0
"574";"ASIS";2017;192;0;1,92510267153882;0;0;0;209,397725425042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3634,55945789792;0;0;0;0,169672427226979;0,0102202167900857;0,0755658890816995;0;0,00134380462673719;0,00134380462673719;0;0;0;0;0;0;0;0;0;0;2,41382434567033;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,01;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;35;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;500;2;0;0;0;0;0;0;0;2;5;0;0;0;5;0;0;0;0;0;53;-11098,0794475272;53;0;53;0;53;256,038647342995;50,9178743961353;0,13220022506494;27;0;29;0,140096618357488;0;0;0,141628375457278;-53799,71;0;0;0;0;0;0;475437,6;53;111,476;0;567,378593503859;-55493,6800190625;5;0;0;0;0;0;0;0;TRUE;0;18172,7972894896;6;4891903,4675;210;0,4535125;18982,553;600;28,5714285714286;13,9622593227775;2,85714285714286;50,80262909448;0,00388040220460462;8,37917270961964;0,630899624333102;0,815449812166551;0,0244634943649965;-201154,65360153;0;0;-55493,6800190625;0;0;-201154,65360153;0;0;-53799,71;0;0;-11098,0794475272;0;0;0;0;0;0;0;0
"575";"ASIS";2018;192;0;2,13176294053048;0;0;0;318,481949607945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6661,30186978538;0;0;0;0,227747045514563;0,0147252858862252;0,12230995823059;0;0,0029049032590298;0,0029049032590298;0;0;0;0;0;0;0;0;0;0;2,64550610268492;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,02;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;47;3;25;0;1;1;0;0;0;0;0;0;0;0;0;0;548;4;0;0;0;0;0;0;0;3;7;0;0;0;12;0;0;0;0;0;75;-23886,1462205958;75;0;75;0;77;371,980676328502;66,3285024154589;0,13220022506494;27;0;31;0,14975845410628;0;0;0,404407782489592;-75556,7314196831;0;0;0;0;0;0;475437,6;75;157,749;0;650,324621145463;-63606,3941212455;12;0;0;0;0;0;0;0;TRUE;0;46629,1130884977;8;5284226,59;208;0,287905309178744;30637,7302894896;800;38,4615384615385;17,6728562443336;3,84615384615385;66,4624824544336;0,00579795922216303;8,4266803643614;0,813614859347756;0,906807429673878;0,0272042228902163;-129270,64740783;0;0;-57823,9946556777;0;0;-117518,770370754;0;0;-68687,9376542574;0;0;-21714,6783823599;0;0;0;0;0;0;0;0
"576";"ASIS";2019;192;0;2,10471987229617;0;0;0;304,18220740206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6257,01148996065;0;0;0;0,220147377463021;0,0141355006182566;0,116161133076187;0;0,00268774396942224;0,00268774396942224;0;0;0;0;0;0;0;0;0;0;2,61518878252067;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,03;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;46;3;24;0;1;1;0;0;0;0;0;0;0;0;0;0;541;4;0;0;0;0;0;0;0;3;7;0;0;0;19;0;0;0;0;0;73;-22205,3011403504;73;0;73;0;75;362,31884057971;65,0724637681159;0,13220022506494;27;0;31;0,14975845410628;0;0;0,382990025176613;-104494,20588837;0;0;0;0;0;0;475437,6;73;153,543;0;639,92183399792;-62588,9272166393;19;0;0;0;0;0;0;0;TRUE;0;43799,0804297246;12;5284226,59;207;0,144927536231884;64801,9103779873;1200;57,9710144927536;24,9924717498187;5,79710144927536;97,3534975364677;0,0122632724532706;8,58685910531579;1,17424285492936;1,17424285492936;0,0352272856478807;-143753,277956768;0;0;-51726,386129454;0;0;-118804,361947742;0;0;-86358,8478416282;0;0;-18351,4885457441;0;0;0;0;0;0;0;0
"577";"ASIS";2017;193;0;1,8667000701421;0;0;0;178,735915405218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2829,36675922396;0;0;0;0,15326149850507;0,00894880799404592;0,0625630886576493;0;0,000970821382139908;0,000970821382139908;0;0;0;0;0;0;0;0;0;0;2,34835062203805;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,01;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;32;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;486;2;0;0;0;0;0;0;0;2;5;0;0;0;5;0;0;0;0;0;47;-8400,58802404522;47;0;47;0;47;227,053140096618;47,487922705314;0,13220022506494;27;0;29;0,140096618357488;0;0;0,083141422794914;-53799,71;0;0;0;0;0;0;475437,6;47;98,856;0;545,734402244547;-53376,7234793417;5;0;0;0;0;0;0;0;TRUE;0;14146,8337961198;6;4891903,4675;210;0,4535125;18982,553;600;28,5714285714286;13,9622593227775;2,85714285714286;50,80262909448;0,00388040220460462;8,37917270961964;0,630899624333102;0,815449812166551;0,0244634943649965;-201154,65360153;0;0;-53376,7234793417;0;0;-201154,65360153;0;0;-53799,71;0;0;-8400,58802404522;0;0;0;0;0;0;0;0
"578";"ASIS";2018;193;0;2,07731362142076;0;0;0;289,695288370921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5848,93166423756;0;0;0;0,212445678709342;0,0135378451764504;0,109935940103541;0;0,00247043688504008;0,00247043688504008;0;0;0;0;0;0;0;0;0;0;2,58446430715187;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,02;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;44;3;23;0;1;1;0;0;0;0;0;0;0;0;0;0;535;4;0;0;0;0;0;0;0;3;7;0;0;0;12;0;0;0;0;0;70;-20278,6701859645;70;0;70;0;72;347,826086956522;63,3816425120773;0,13220022506494;27;0;31;0,14975845410628;0;0;0,354158428793758;-72853,3307631598;0;0;0;0;0;0;475437,6;70;147,233;0;628,479112963934;-61469,747348245;12;0;0;0;0;0;0;0;TRUE;0;40942,5216496629;8;5284226,59;208;0,287905309178744;26611,7667961198;800;38,4615384615385;17,6728562443336;3,84615384615385;66,4624824544336;0,0050360760165888;8,40780463657206;0,813558232164388;0,906779116082194;0,0272033734824658;-129270,64740783;0;0;-55881,5884984046;0;0;-117518,770370754;0;0;-66230,3006937816;0;0;-18435,1547145132;0;0;0;0;0;0;0;0
"579";"ASIS";2019;193;0;1,92410038699712;0;0;0;208,870474848625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3620,44136524359;0;0;0;0,169390781943251;0,0101983863670191;0,0753414472417712;0;0,00133703835433792;0,00133703835433792;0;0;0;0;0;0;0;0;0;0;2,41270070905993;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,03;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;35;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;499;2;0;0;0;0;0;0;0;2;5;0;0;0;17;0;0;0;0;0;53;-11070,1351669771;53;0;53;0;53;256,038647342995;50,8695652173913;0,13220022506494;27;0;29;0,140096618357488;0;0;0,140804615560625;-83111,4159935776;0;0;0;0;0;0;475437,6;53;111,476;0;566,343513544899;-55392,4418040606;17;0;0;0;0;0;0;0;TRUE;0;18102,206826218;12;5284226,59;207;0,144927536231884;55089,3554457827;1200;57,9710144927536;24,9924717498187;5,79710144927536;97,3534975364677;0,0104252447368618;8,54132179646011;1,17410624300279;1,17410624300279;0,0352231872900837;-143748,789493747;0;0;-45778,877524017;0;0;-118800,652474171;0;0;-68687,1206558493;0;0;-9148,87203882406;0;0;0;0;0;0;0;0
"580";"ASIS";2017;194;0;1,86156274891696;0;0;0;176,046123512169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2760,56946977128;0;0;0;0,151817977039985;0,00883704722409852;0,0614283365854075;0;0,000940333632232515;0,000940333632232515;0;0;0;0;0;0;0;0;0;0;2,34259129724566;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,01;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;31;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;485;2;0;0;0;0;0;0;0;2;5;0;0;0;5;0;0;0;0;0;46;-8098,1216815598;46;0;46;0;46;222,222222222222;46,9565217391304;0,13220022506494;27;0;29;0,140096618357488;0;0;0,0740800639317307;-53799,71;0;0;0;0;0;0;475437,6;46;96,753;0;542,708445216426;-53080,7632633719;5;0;0;0;0;0;0;0;TRUE;0;13802,8473488564;6;4891903,4675;210;0,4535125;18982,553;600;28,5714285714286;13,9622593227775;2,85714285714286;50,80262909448;0,00388040220460462;8,37917270961964;0,630899624333102;0,815449812166551;0,0244634943649965;-201154,65360153;0;0;-53080,7632633719;0;0;-201154,65360153;0;0;-53799,71;0;0;-8098,1216815598;0;0;0;0;0;0;0;0
"581";"ASIS";2018;194;0;2,1657884047279;0;0;0;336,479321971788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7171,84990206127;0;0;0;0,237308948215257;0,0154674080928537;0,13005341555774;0;0,00318136115306024;0,00318136115306024;0;0;0;0;0;0;0;0;0;0;2,68365121549258;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,02;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;49;3;27;0;1;1;0;0;0;0;0;0;0;0;0;0;556;4;0;0;0;0;0;0;0;3;7;0;0;0;12;0;0;0;0;0;79;-26581,8664357712;79;0;79;0;81;391,304347826087;68,5507246376812;0,13220022506494;27;0;31;0,14975845410628;0;0;0,442300737735631;-77595,361422963;0;0;0;0;0;0;475437,6;79;166,163;0;664,289420236395;-64972,2512423204;12;0;0;0;0;0;0;0;TRUE;0;50202,9493144289;8;5284226,59;208;0,287905309178744;26267,7803488564;800;38,4615384615385;17,6728562443336;3,84615384615385;66,4624824544336;0,00497097917764659;8,40619185628917;0,813553393823539;0,906776696911769;0,0272033009073531;-129270,64740783;0;0;-59065,682947564;0;0;-117518,770370754;0;0;-70541,2376572391;0;0;-24165,3331234284;0;0;0;0;0;0;0;0
"582";"ASIS";2019;194;0;1,93539815063602;0;0;0;214,815313683991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3780,07661345657;0;0;0;0,17256550183331;0,0104444765896048;0,0778734340396154;0;0,00141395374207587;0,00141395374207587;0;0;0;0;0;0;0;0;0;0;2,42536635470397;-0,726614555615006;0;0,0170518298607175;0;0;0;0;0;3,24275710494875;0,375182577624007;5,56305272128069;15,8338517306198;8,28303538149459;24,7750936773954;0,13220022506494;0;0;0;0;0;2,4;0;1;0;0;0;0;0;0;207;5284226,59;0,03;261;8,8;11,1144482262236;0;0,1;0;0;0;0;0;0;0,03;0;0;53799,71;1;0;10000;10000;0;0;0;0;0;0;0;0;0;0;0;36;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;502;2;0;0;0;0;0;0;0;2;5;0;0;0;17;0;0;0;0;0;54;-11600,0269389355;54;0;54;0;54;260,869565217391;51,4975845410628;0,13220022506494;27;0;29;0,140096618357488;0;0;0,151513494217115;-89352,105767196;0;0;0;0;0;0;475437,6;54;113,58;0;571,674333422897;-55913,834073589;17;0;0;0;0;0;0;0;TRUE;0;18900,3830672828;12;5284226,59;207;0,144927536231884;64005,7966632853;1200;57,9710144927536;24,9924717498187;5,79710144927536;97,3534975364677;0,0121126139413498;8,58312652656966;1,17423165719312;1,17423165719312;0,0352269497157935;-143748,405990406;0;0;-46209,7802261066;0;0;-118800,335529261;0;0;-73844,7155100793;0;0;-9586,79912308722;0;0;0;0;0;0;0;0
